code,name,shares,weight
LITE US,LUMENTUM HOLDINGS INC,117000,6.53
BE US,BLOOM ENERGY CORP- A,350000,6.14
SPCX US,SPACE EXPLORATION TECHN-CL A,550000,5.32
3037,欣興,2600000,4.79
009150 KS,Samsung Electro-Mechanics co(009150 ks),70000,4.21
6981 JP,MURATA MANUFACTURING CO LTD,1350000,4.03
MU US,MICRON TECHNOLOGY INC,60000,3.66
PANW US,PALO ALTO NETWORKS INC,150000,3.51
MSFT US,MICROSOFT CORP(微軟公司),100000,3.11
2454,聯發科,330000,2.91
3017,奇鋐,440000,2.75
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),130000,2.75
PLTR US,PALANTIR TECHNOLOGIES INC-A,225000,2.48
NVDA US,NVIDIA CORP(輝達公司),175000,2.4
2383,台光電,250000,2.3
INTC US,INTEL CORP,320399,2.18
HOOD US,ROBINHOOD MARKETS INC - A,300120,2.06
2303,聯電,7000000,2.02
CRWD US,CROWDSTRIKE HOLDINGS INC - A,130754,2.01
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,220000,2.01
NOW US,SERVICENOW INC,230000,1.99
000660 KS,SK HYNIX INC,25000,1.97
2330,台積電,400000,1.9
300757 CH,ROBOTECHNIK INTELLIGENT TE-A,334997,1.9
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),50000,1.7
4979,華星光,1510000,1.64
992 HK,LENOVO GROUP LTD,6000000,1.64
TER US,TERADYNE INC,70000,1.54
TWLO US,TWILIO INC - A,100000,1.54
NET US,CLOUDFLARE INC - CLASS A,70000,1.46
OKTA US,OKTA INC,120000,1.42
6997 JP,NIPPON CHEMI-CON CORP,1275100,1.4
6515,穎崴,100000,1.2
IFX GY,INFINEON TECHNOLOGIES AG,300000,1.17
STX US,SEAGATE TECHNOLOGY,20000,1.0
3081,聯亞,150000,0.8
5801 JP,FURUKAWA ELECTRIC CO LTD,500000,0.76
285A JP,KIOXIA HOLDINGS CORP,37000,0.74
SNDK US,SANDISK CORP,7000,0.71
4180 JP,APPIER GROUP INC,950000,0.58
NTRA US,NATERA INC,25000,0.57
AIXA GY,AIXTRON SE,13635,0.03
