code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
COHR US,COHERENT INC,50000,95000,45000,1.07,1.77,0.7,UP
6223,旺矽,230000,242000,12000,2.45,2.69,0.23999999999999977,UP
6787 JP,MEIKO ELECTRONICS CO LTD,120000,160000,40000,0.8,0.98,0.17999999999999994,UP
2308,台達電,320000,328000,8000,0.92,1.06,0.14,UP
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,90000,110000,20000,0.72,0.83,0.10999999999999999,UP
VECO US,VEECO INSTRUMENTS INC,155000,7952,-147048,0.46,0.02,-0.44,DOWN
3665,貿聯-KY,390000,190000,-200000,1.5,0.74,-0.76,DOWN
FTNT US,FORTINET INC,100000,0,-100000,0.9,0.0,-0.9,OUT
3037,欣興,2600000,2600000,0,4.33,4.6,0.2699999999999996,WEIGHT_CHANGE
PANW US,PALO ALTO NETWORKS INC,125000,125000,0,2.57,2.76,0.18999999999999995,WEIGHT_CHANGE
3711,日月光投控,1800000,1800000,0,1.84,2.02,0.17999999999999994,WEIGHT_CHANGE
2383,台光電,445000,445000,0,4.07,4.2,0.1299999999999999,WEIGHT_CHANGE
2327,國巨*,1550000,1550000,0,1.46,1.58,0.1200000000000001,WEIGHT_CHANGE
2454,聯發科,445000,445000,0,3.03,3.14,0.11000000000000032,WEIGHT_CHANGE
6981 JP,MURATA MANUFACTURING CO LTD,1350000,1350000,0,3.49,3.58,0.08999999999999986,WEIGHT_CHANGE
2330,台積電,750000,750000,0,3.1,3.18,0.08000000000000007,WEIGHT_CHANGE
NOW US,SERVICENOW INC,270000,270000,0,1.9,1.98,0.08000000000000007,WEIGHT_CHANGE
WDC US,WESTERN DIGITAL CORP,105000,105000,0,2.57,2.64,0.07000000000000028,WEIGHT_CHANGE
285A JP,KIOXIA HOLDINGS CORP,180000,180000,0,3.06,3.13,0.06999999999999984,WEIGHT_CHANGE
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),115000,115000,0,2.14,2.21,0.06999999999999984,WEIGHT_CHANGE
LMT US,LOCKHEED MARTIN CORP,38000,38000,0,1.26,1.32,0.06000000000000005,WEIGHT_CHANGE
6871 JP,MICRONICS JAPAN CO LTD,370000,370000,0,1.81,1.86,0.050000000000000044,WEIGHT_CHANGE
SNDK US,SANDISK CORP,21000,21000,0,1.44,1.49,0.050000000000000044,WEIGHT_CHANGE
TSEM US,TOWER SEMICONDUCTOR LTD,186825,186825,0,2.66,2.71,0.04999999999999982,WEIGHT_CHANGE
2303,聯電,2500000,2500000,0,0.51,0.55,0.040000000000000036,WEIGHT_CHANGE
AEHR US,AEHR TEST SYSTEMS,140344,140344,0,0.82,0.86,0.040000000000000036,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,425000,425000,0,1.72,1.76,0.040000000000000036,WEIGHT_CHANGE
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1249899,1249899,0,1.33,1.35,0.020000000000000018,WEIGHT_CHANGE
AIXA GY,AIXTRON SE,200000,200000,0,0.52,0.54,0.020000000000000018,WEIGHT_CHANGE
3017,奇鋐,215000,215000,0,1.05,1.06,0.010000000000000009,WEIGHT_CHANGE
9988 HK,ALIBABA GROUP HOLDING LTD,500000,500000,0,0.45,0.46,0.010000000000000009,WEIGHT_CHANGE
MPWR US,MONOLITHIC POWER SYSTEMS INC,18000,18000,0,1.42,1.43,0.010000000000000009,WEIGHT_CHANGE
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,291988,291988,0,1.1,1.09,-0.010000000000000009,WEIGHT_CHANGE
009150 KS,Samsung Electro-Mechanics co(009150 ks),70000,70000,0,3.63,3.61,-0.020000000000000018,WEIGHT_CHANGE
FORM US,FORMFACTOR INC,150454,150454,0,1.0,0.97,-0.030000000000000027,WEIGHT_CHANGE
TER US,TERADYNE INC,55000,55000,0,1.18,1.15,-0.030000000000000027,WEIGHT_CHANGE
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),184500,184500,0,5.03,4.98,-0.04999999999999982,WEIGHT_CHANGE
BE US,BLOOM ENERGY CORP- A,210000,210000,0,2.6,2.54,-0.06000000000000005,WEIGHT_CHANGE
AMAT US,APPLIED MATERIALS INC,135000,135000,0,4.11,4.05,-0.0600000000000005,WEIGHT_CHANGE
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,225000,225000,0,3.17,3.1,-0.06999999999999984,WEIGHT_CHANGE
MRVL US,MARVELL TECHNOLOGY INC,205000,205000,0,2.53,2.46,-0.06999999999999984,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.44,1.34,-0.09999999999999987,WEIGHT_CHANGE
LITE US,LUMENTUM HOLDINGS INC,102000,102000,0,5.12,4.77,-0.35000000000000053,WEIGHT_CHANGE
6976 JP,TAIYO YUDEN CO LTD,450000,450000,0,1.56,1.56,0.0,SAME
MU US,MICRON TECHNOLOGY INC,123569,123569,0,6.12,6.11,-0.009999999999999787,SAME
