code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
009150 KS,Samsung Electro-Mechanics co(009150 ks),80000,80000,0,5.68,5.68,0.0,SAME
2303,聯電,4000000,4000000,0,0.94,0.94,0.0,SAME
2308,台達電,350000,350000,0,1.27,1.27,0.0,SAME
2330,台積電,400000,400000,0,1.6,1.6,0.0,SAME
2360,致茂,200000,200000,0,0.75,0.75,0.0,SAME
2383,台光電,330000,330000,0,2.89,2.89,0.0,SAME
2454,聯發科,410000,410000,0,3.08,3.08,0.0,SAME
285A JP,KIOXIA HOLDINGS CORP,168000,168000,0,5.35,5.35,0.0,SAME
3017,奇鋐,215000,215000,0,0.86,0.86,0.0,SAME
3037,欣興,1650000,1650000,0,2.74,2.74,0.0,SAME
3436 JP,SUMCO CORP,875400,875400,0,1.2,1.2,0.0,SAME
3711,日月光投控,1100000,1100000,0,1.1,1.1,0.0,SAME
4062 JP,IBIDEN CO LTD,275000,275000,0,2.19,2.19,0.0,SAME
5274,信驊,46000,46000,0,1.43,1.43,0.0,SAME
5706 JP,Mitsui Mining ＆ Smelting Co,130000,130000,0,2.05,2.05,0.0,SAME
603256 CH,GRACE FABRIC TECHNOLOGY CO-A,580000,580000,0,1.18,1.18,0.0,SAME
6223,旺矽,115000,115000,0,1.24,1.24,0.0,SAME
6274,台燿,230000,230000,0,0.65,0.65,0.0,SAME
6278 JP,UNION TOOL CO,90000,90000,0,0.78,0.78,0.0,SAME
6515,穎崴,88000,88000,0,1.4,1.4,0.0,SAME
6787 JP,MEIKO ELECTRONICS CO LTD,175000,175000,0,2.07,2.07,0.0,SAME
6920 JP,LASERTEC CORP,72500,72500,0,1.27,1.27,0.0,SAME
6976 JP,TAIYO YUDEN CO LTD,380000,380000,0,2.63,2.63,0.0,SAME
6981 JP,MURATA MANUFACTURING CO LTD,960000,960000,0,3.46,3.46,0.0,SAME
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,2.21,2.21,0.0,SAME
7769,鴻勁,36000,36000,0,0.44,0.44,0.0,SAME
7826 JP,FURUYA METAL CO LTD,374300,374300,0,1.14,1.14,0.0,SAME
8035 JP,TOKYO ELECTRON LTD,46000,46000,0,1.11,1.11,0.0,SAME
AIXA GY,AIXTRON SE,380000,380000,0,1.41,1.41,0.0,SAME
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),185000,185000,0,5.04,5.04,0.0,SAME
ARM US,ARM HOLDINGS PLC,65518,65518,0,1.46,1.46,0.0,SAME
AXTI US,AXT INC,140000,140000,0,0.68,0.68,0.0,SAME
BE US,BLOOM ENERGY CORP- A,170000,170000,0,2.57,2.57,0.0,SAME
BESI NA,BE SEMICONDUCTOR INDUSTRIES,90000,90000,0,1.72,1.72,0.0,SAME
COHR US,COHERENT INC,55000,55000,0,1.11,1.11,0.0,SAME
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,97000,97000,0,1.28,1.28,0.0,SAME
CRWD US,CROWDSTRIKE HOLDINGS INC - A,28000,28000,0,1.02,1.02,0.0,SAME
DDOG US,DATADOG INC - CLASS A,60000,60000,0,0.72,0.72,0.0,SAME
IFX GY,INFINEON TECHNOLOGIES AG,557550,557550,0,2.65,2.65,0.0,SAME
LITE US,LUMENTUM HOLDINGS INC,62000,62000,0,2.86,2.86,0.0,SAME
MRVL US,MARVELL TECHNOLOGY INC,230000,230000,0,3.54,3.54,0.0,SAME
MU US,MICRON TECHNOLOGY INC,110500,110500,0,6.12,6.12,0.0,SAME
NOK US,NOKIA CORP-SPON ADR,2100000,2100000,0,1.54,1.54,0.0,SAME
NVDA US,NVIDIA CORP(輝達公司),75000,75000,0,0.82,0.82,0.0,SAME
SNDK US,SANDISK CORP,39000,39000,0,4.06,4.06,0.0,SAME
SOI FP,S.O.I.T.E.C.,90000,90000,0,0.69,0.69,0.0,SAME
STM US,STMICROELECTRONICS NV-NY SHS,375000,375000,0,1.46,1.46,0.0,SAME
VSH US,VISHAY INTERTECHNOLOGY INC,580429,580429,0,1.86,1.86,0.0,SAME
WDC US,WESTERN DIGITAL CORP,72000,72000,0,2.72,2.72,0.0,SAME
