code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
NOW US,SERVICENOW INC,150000,230000,80000,1.32,2.0,0.6799999999999999,UP
MSFT US,MICROSOFT CORP(微軟公司),50000,66000,16000,1.51,2.02,0.51,UP
095340 KS,ISC CO LTD,50000,11006,-38994,0.37,0.08,-0.29,DOWN
2330,台積電,650000,550000,-100000,2.93,2.58,-0.3500000000000001,DOWN
6871 JP,MICRONICS JAPAN CO LTD,370000,185000,-185000,1.77,0.87,-0.9,DOWN
2383,台光電,420000,420000,0,4.32,4.56,0.23999999999999932,WEIGHT_CHANGE
2454,聯發科,200000,200000,0,1.47,1.66,0.18999999999999995,WEIGHT_CHANGE
6223,旺矽,242000,242000,0,2.33,2.52,0.18999999999999995,WEIGHT_CHANGE
BE US,BLOOM ENERGY CORP- A,250000,250000,0,3.07,3.26,0.18999999999999995,WEIGHT_CHANGE
6981 JP,MURATA MANUFACTURING CO LTD,1350000,1350000,0,3.62,3.75,0.1299999999999999,WEIGHT_CHANGE
2308,台達電,720000,720000,0,2.49,2.59,0.09999999999999964,WEIGHT_CHANGE
285A JP,KIOXIA HOLDINGS CORP,110000,110000,0,2.05,2.14,0.0900000000000003,WEIGHT_CHANGE
3017,奇鋐,365000,365000,0,2.35,2.4,0.04999999999999982,WEIGHT_CHANGE
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,170000,170000,0,1.33,1.37,0.040000000000000036,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.39,1.43,0.040000000000000036,WEIGHT_CHANGE
SPCX US,SPACE EXPLORATION TECHN-CL A,300000,300000,0,2.57,2.6,0.03000000000000025,WEIGHT_CHANGE
STX US,SEAGATE TECHNOLOGY,60000,60000,0,2.96,2.99,0.03000000000000025,WEIGHT_CHANGE
000660 KS,SK HYNIX INC,15000,15000,0,1.08,1.1,0.020000000000000018,WEIGHT_CHANGE
4979,華星光,1235000,1235000,0,1.41,1.43,0.020000000000000018,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,425000,425000,0,1.65,1.67,0.020000000000000018,WEIGHT_CHANGE
6274,台燿,130000,130000,0,0.35,0.36,0.010000000000000009,WEIGHT_CHANGE
AIXA GY,AIXTRON SE,200000,200000,0,0.49,0.5,0.010000000000000009,WEIGHT_CHANGE
COHR US,COHERENT INC,95000,95000,0,1.57,1.58,0.010000000000000009,WEIGHT_CHANGE
HOOD US,ROBINHOOD MARKETS INC - A,120000,120000,0,0.75,0.76,0.010000000000000009,WEIGHT_CHANGE
NTRA US,NATERA INC,25000,25000,0,0.48,0.49,0.010000000000000009,WEIGHT_CHANGE
SNDK US,SANDISK CORP,13000,13000,0,1.21,1.22,0.010000000000000009,WEIGHT_CHANGE
5801 JP,FURUKAWA ELECTRIC CO LTD,500000,500000,0,0.75,0.74,-0.010000000000000009,WEIGHT_CHANGE
MPWR US,MONOLITHIC POWER SYSTEMS INC,18000,18000,0,1.36,1.35,-0.010000000000000009,WEIGHT_CHANGE
009150 KS,Samsung Electro-Mechanics co(009150 ks),70000,70000,0,4.38,4.36,-0.019999999999999574,WEIGHT_CHANGE
AEM US,AGNICO EAGLE MINES LTD,60000,60000,0,0.73,0.71,-0.020000000000000018,WEIGHT_CHANGE
FORM US,FORMFACTOR INC,150454,150454,0,0.9,0.88,-0.020000000000000018,WEIGHT_CHANGE
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),130000,130000,0,2.56,2.54,-0.020000000000000018,WEIGHT_CHANGE
TER US,TERADYNE INC,55000,55000,0,1.15,1.13,-0.020000000000000018,WEIGHT_CHANGE
TSEM US,TOWER SEMICONDUCTOR LTD,216825,216825,0,2.65,2.63,-0.020000000000000018,WEIGHT_CHANGE
PLTR US,PALANTIR TECHNOLOGIES INC-A,225000,225000,0,2.5,2.47,-0.029999999999999805,WEIGHT_CHANGE
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1749879,1749879,0,1.78,1.73,-0.050000000000000044,WEIGHT_CHANGE
NET US,CLOUDFLARE INC - CLASS A,70000,70000,0,1.27,1.22,-0.050000000000000044,WEIGHT_CHANGE
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,291988,291988,0,1.09,1.03,-0.06000000000000005,WEIGHT_CHANGE
PANW US,PALO ALTO NETWORKS INC,150000,150000,0,3.41,3.31,-0.10000000000000009,WEIGHT_CHANGE
CRCL US,CIRCLE INTERNET GROUP INC,480000,480000,0,2.73,2.62,-0.10999999999999988,WEIGHT_CHANGE
LITE US,LUMENTUM HOLDINGS INC,117000,117000,0,6.37,6.2,-0.16999999999999993,WEIGHT_CHANGE
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,225000,225000,0,3.03,2.84,-0.18999999999999995,WEIGHT_CHANGE
4180 JP,APPIER GROUP INC,950000,950000,0,0.51,0.51,0.0,SAME
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),130000,130000,0,3.64,3.64,0.0,SAME
DASH US,DOORDASH INC - A,50000,50000,0,0.69,0.69,0.0,SAME
MU US,MICRON TECHNOLOGY INC,60000,60000,0,3.42,3.42,0.0,SAME
TWLO US,TWILIO INC - A,55000,55000,0,0.77,0.77,0.0,SAME
3037,欣興,2600000,2600000,0,4.87,4.86,-0.009999999999999787,SAME
