code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
PLTR US,PALANTIR TECHNOLOGIES INC-A,0,80000,80000,0.0,0.8,0.8,NEW
NET US,CLOUDFLARE INC - CLASS A,0,45000,45000,0.0,0.79,0.79,NEW
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1249899,1749879,499980,1.35,1.92,0.5699999999999998,UP
PANW US,PALO ALTO NETWORKS INC,125000,150000,25000,2.76,3.28,0.52,UP
9988 HK,ALIBABA GROUP HOLDING LTD,500000,1000000,500000,0.46,0.92,0.46,UP
2308,台達電,328000,468000,140000,1.06,1.49,0.42999999999999994,UP
MU US,MICRON TECHNOLOGY INC,123569,100000,-23569,6.11,4.95,-1.1600000000000001,DOWN
AMAT US,APPLIED MATERIALS INC,135000,85000,-50000,4.05,2.54,-1.5099999999999998,DOWN
2303,聯電,2500000,0,-2500000,0.55,0.0,-0.55,OUT
3665,貿聯-KY,190000,0,-190000,0.74,0.0,-0.74,OUT
2383,台光電,445000,445000,0,4.2,4.35,0.14999999999999947,WEIGHT_CHANGE
2327,國巨*,1550000,1550000,0,1.58,1.69,0.10999999999999988,WEIGHT_CHANGE
AEHR US,AEHR TEST SYSTEMS,140344,140344,0,0.86,0.94,0.07999999999999996,WEIGHT_CHANGE
FORM US,FORMFACTOR INC,150454,150454,0,0.97,1.04,0.07000000000000006,WEIGHT_CHANGE
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,225000,225000,0,3.1,3.17,0.06999999999999984,WEIGHT_CHANGE
TER US,TERADYNE INC,55000,55000,0,1.15,1.19,0.040000000000000036,WEIGHT_CHANGE
SNDK US,SANDISK CORP,21000,21000,0,1.49,1.52,0.030000000000000027,WEIGHT_CHANGE
2454,聯發科,445000,445000,0,3.14,3.16,0.020000000000000018,WEIGHT_CHANGE
MRVL US,MARVELL TECHNOLOGY INC,205000,205000,0,2.46,2.48,0.020000000000000018,WEIGHT_CHANGE
6223,旺矽,242000,242000,0,2.69,2.7,0.010000000000000231,WEIGHT_CHANGE
AIXA GY,AIXTRON SE,200000,200000,0,0.54,0.55,0.010000000000000009,WEIGHT_CHANGE
COHR US,COHERENT INC,95000,95000,0,1.77,1.78,0.010000000000000009,WEIGHT_CHANGE
MPWR US,MONOLITHIC POWER SYSTEMS INC,18000,18000,0,1.43,1.44,0.010000000000000009,WEIGHT_CHANGE
3017,奇鋐,215000,215000,0,1.06,1.05,-0.010000000000000009,WEIGHT_CHANGE
6787 JP,MEIKO ELECTRONICS CO LTD,160000,160000,0,0.98,0.97,-0.010000000000000009,WEIGHT_CHANGE
2330,台積電,750000,750000,0,3.18,3.17,-0.010000000000000231,WEIGHT_CHANGE
BE US,BLOOM ENERGY CORP- A,210000,210000,0,2.54,2.53,-0.010000000000000231,WEIGHT_CHANGE
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,110000,110000,0,0.83,0.81,-0.019999999999999907,WEIGHT_CHANGE
009150 KS,Samsung Electro-Mechanics co(009150 ks),70000,70000,0,3.61,3.59,-0.020000000000000018,WEIGHT_CHANGE
3711,日月光投控,1800000,1800000,0,2.02,2.0,-0.020000000000000018,WEIGHT_CHANGE
6871 JP,MICRONICS JAPAN CO LTD,370000,370000,0,1.86,1.84,-0.020000000000000018,WEIGHT_CHANGE
6976 JP,TAIYO YUDEN CO LTD,450000,450000,0,1.56,1.54,-0.020000000000000018,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.34,1.32,-0.020000000000000018,WEIGHT_CHANGE
NOW US,SERVICENOW INC,270000,270000,0,1.98,1.96,-0.020000000000000018,WEIGHT_CHANGE
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),115000,115000,0,2.21,2.19,-0.020000000000000018,WEIGHT_CHANGE
WDC US,WESTERN DIGITAL CORP,105000,105000,0,2.64,2.62,-0.020000000000000018,WEIGHT_CHANGE
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,291988,291988,0,1.09,1.06,-0.030000000000000027,WEIGHT_CHANGE
LMT US,LOCKHEED MARTIN CORP,38000,38000,0,1.32,1.29,-0.030000000000000027,WEIGHT_CHANGE
285A JP,KIOXIA HOLDINGS CORP,180000,180000,0,3.13,3.09,-0.040000000000000036,WEIGHT_CHANGE
3037,欣興,2600000,2600000,0,4.6,4.55,-0.04999999999999982,WEIGHT_CHANGE
TSEM US,TOWER SEMICONDUCTOR LTD,186825,186825,0,2.71,2.66,-0.04999999999999982,WEIGHT_CHANGE
6981 JP,MURATA MANUFACTURING CO LTD,1350000,1350000,0,3.58,3.53,-0.050000000000000266,WEIGHT_CHANGE
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),184500,184500,0,4.98,4.98,0.0,SAME
IFX GY,INFINEON TECHNOLOGIES AG,425000,425000,0,1.76,1.76,0.0,SAME
LITE US,LUMENTUM HOLDINGS INC,102000,102000,0,4.77,4.77,0.0,SAME
VECO US,VEECO INSTRUMENTS INC,7952,7952,0,0.02,0.02,0.0,SAME
