code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
COHR US,COHERENT INC,0,50000,50000,0.0,1.07,1.07,NEW
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,0,90000,90000,0.0,0.72,0.72,NEW
LITE US,LUMENTUM HOLDINGS INC,92000,102000,10000,4.34,5.12,0.7800000000000002,UP
6787 JP,MEIKO ELECTRONICS CO LTD,80000,120000,40000,0.68,0.8,0.12,UP
VECO US,VEECO INSTRUMENTS INC,310000,155000,-155000,0.9,0.46,-0.44,DOWN
SNDK US,SANDISK CORP,28000,21000,-7000,1.98,1.44,-0.54,DOWN
3665,貿聯-KY,520000,390000,-130000,2.15,1.5,-0.6499999999999999,DOWN
4062 JP,IBIDEN CO LTD,60000,0,-60000,0.41,0.0,-0.41,OUT
6920 JP,LASERTEC CORP,65000,0,-65000,1.0,0.0,-1.0,OUT
TSEM US,TOWER SEMICONDUCTOR LTD,186825,186825,0,2.36,2.66,0.30000000000000027,WEIGHT_CHANGE
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,225000,225000,0,2.92,3.17,0.25,WEIGHT_CHANGE
009150 KS,Samsung Electro-Mechanics co(009150 ks),70000,70000,0,3.39,3.63,0.23999999999999977,WEIGHT_CHANGE
NOW US,SERVICENOW INC,270000,270000,0,1.78,1.9,0.11999999999999988,WEIGHT_CHANGE
AMAT US,APPLIED MATERIALS INC,135000,135000,0,4.01,4.11,0.10000000000000053,WEIGHT_CHANGE
MRVL US,MARVELL TECHNOLOGY INC,205000,205000,0,2.43,2.53,0.09999999999999964,WEIGHT_CHANGE
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),115000,115000,0,2.06,2.14,0.08000000000000007,WEIGHT_CHANGE
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,291988,291988,0,1.04,1.1,0.06000000000000005,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,425000,425000,0,1.66,1.72,0.06000000000000005,WEIGHT_CHANGE
MPWR US,MONOLITHIC POWER SYSTEMS INC,18000,18000,0,1.38,1.42,0.040000000000000036,WEIGHT_CHANGE
PANW US,PALO ALTO NETWORKS INC,125000,125000,0,2.53,2.57,0.040000000000000036,WEIGHT_CHANGE
FORM US,FORMFACTOR INC,150454,150454,0,0.97,1.0,0.030000000000000027,WEIGHT_CHANGE
AEHR US,AEHR TEST SYSTEMS,140344,140344,0,0.79,0.82,0.029999999999999916,WEIGHT_CHANGE
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1249899,1249899,0,1.32,1.33,0.010000000000000009,WEIGHT_CHANGE
AIXA GY,AIXTRON SE,200000,200000,0,0.51,0.52,0.010000000000000009,WEIGHT_CHANGE
LMT US,LOCKHEED MARTIN CORP,38000,38000,0,1.25,1.26,0.010000000000000009,WEIGHT_CHANGE
TER US,TERADYNE INC,55000,55000,0,1.19,1.18,-0.010000000000000009,WEIGHT_CHANGE
2454,聯發科,445000,445000,0,3.04,3.03,-0.010000000000000231,WEIGHT_CHANGE
2308,台達電,320000,320000,0,0.94,0.92,-0.019999999999999907,WEIGHT_CHANGE
2303,聯電,2500000,2500000,0,0.53,0.51,-0.020000000000000018,WEIGHT_CHANGE
3711,日月光投控,1800000,1800000,0,1.87,1.84,-0.030000000000000027,WEIGHT_CHANGE
6976 JP,TAIYO YUDEN CO LTD,450000,450000,0,1.59,1.56,-0.030000000000000027,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.47,1.44,-0.030000000000000027,WEIGHT_CHANGE
2383,台光電,445000,445000,0,4.12,4.07,-0.04999999999999982,WEIGHT_CHANGE
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),184500,184500,0,5.08,5.03,-0.04999999999999982,WEIGHT_CHANGE
3017,奇鋐,215000,215000,0,1.1,1.05,-0.050000000000000044,WEIGHT_CHANGE
285A JP,KIOXIA HOLDINGS CORP,180000,180000,0,3.13,3.06,-0.06999999999999984,WEIGHT_CHANGE
6223,旺矽,230000,230000,0,2.53,2.45,-0.07999999999999963,WEIGHT_CHANGE
6981 JP,MURATA MANUFACTURING CO LTD,1350000,1350000,0,3.57,3.49,-0.07999999999999963,WEIGHT_CHANGE
2327,國巨*,1550000,1550000,0,1.54,1.46,-0.08000000000000007,WEIGHT_CHANGE
3037,欣興,2600000,2600000,0,4.41,4.33,-0.08000000000000007,WEIGHT_CHANGE
BE US,BLOOM ENERGY CORP- A,210000,210000,0,2.7,2.6,-0.10000000000000009,WEIGHT_CHANGE
WDC US,WESTERN DIGITAL CORP,105000,105000,0,2.67,2.57,-0.10000000000000009,WEIGHT_CHANGE
6871 JP,MICRONICS JAPAN CO LTD,370000,370000,0,1.93,1.81,-0.11999999999999988,WEIGHT_CHANGE
2330,台積電,750000,750000,0,3.1,3.1,0.0,SAME
9988 HK,ALIBABA GROUP HOLDING LTD,500000,500000,0,0.45,0.45,0.0,SAME
FTNT US,FORTINET INC,100000,100000,0,0.9,0.9,0.0,SAME
MU US,MICRON TECHNOLOGY INC,123569,123569,0,6.13,6.12,-0.009999999999999787,SAME
