code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
HOOD US,ROBINHOOD MARKETS INC - A,120000,200000,80000,0.76,1.33,0.5700000000000001,UP
MSFT US,MICROSOFT CORP(微軟公司),66000,82000,16000,2.02,2.54,0.52,UP
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,225000,205647,-19353,2.84,2.12,-0.7199999999999998,DOWN
095340 KS,ISC CO LTD,11006,0,-11006,0.08,0.0,-0.08,OUT
6871 JP,MICRONICS JAPAN CO LTD,185000,0,-185000,0.87,0.0,-0.87,OUT
FORM US,FORMFACTOR INC,150454,0,-150454,0.88,0.0,-0.88,OUT
MPWR US,MONOLITHIC POWER SYSTEMS INC,18000,0,-18000,1.35,0.0,-1.35,OUT
TSEM US,TOWER SEMICONDUCTOR LTD,216825,216825,0,2.63,2.8,0.16999999999999993,WEIGHT_CHANGE
MU US,MICRON TECHNOLOGY INC,60000,60000,0,3.42,3.58,0.16000000000000014,WEIGHT_CHANGE
LITE US,LUMENTUM HOLDINGS INC,117000,117000,0,6.2,6.35,0.14999999999999947,WEIGHT_CHANGE
BE US,BLOOM ENERGY CORP- A,250000,250000,0,3.26,3.39,0.13000000000000034,WEIGHT_CHANGE
3037,欣興,2600000,2600000,0,4.86,4.97,0.10999999999999943,WEIGHT_CHANGE
4979,華星光,1235000,1235000,0,1.43,1.51,0.08000000000000007,WEIGHT_CHANGE
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),130000,130000,0,3.64,3.71,0.06999999999999984,WEIGHT_CHANGE
009150 KS,Samsung Electro-Mechanics co(009150 ks),70000,70000,0,4.36,4.42,0.05999999999999961,WEIGHT_CHANGE
285A JP,KIOXIA HOLDINGS CORP,110000,110000,0,2.14,2.19,0.04999999999999982,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,425000,425000,0,1.67,1.71,0.040000000000000036,WEIGHT_CHANGE
SNDK US,SANDISK CORP,13000,13000,0,1.22,1.26,0.040000000000000036,WEIGHT_CHANGE
TER US,TERADYNE INC,55000,55000,0,1.13,1.17,0.040000000000000036,WEIGHT_CHANGE
STX US,SEAGATE TECHNOLOGY,60000,60000,0,2.99,3.03,0.03999999999999959,WEIGHT_CHANGE
AEM US,AGNICO EAGLE MINES LTD,60000,60000,0,0.71,0.74,0.030000000000000027,WEIGHT_CHANGE
CRCL US,CIRCLE INTERNET GROUP INC,480000,480000,0,2.62,2.65,0.029999999999999805,WEIGHT_CHANGE
SPCX US,SPACE EXPLORATION TECHN-CL A,300000,300000,0,2.6,2.63,0.029999999999999805,WEIGHT_CHANGE
2454,聯發科,200000,200000,0,1.66,1.68,0.020000000000000018,WEIGHT_CHANGE
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1749879,1749879,0,1.73,1.75,0.020000000000000018,WEIGHT_CHANGE
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,291988,291988,0,1.03,1.05,0.020000000000000018,WEIGHT_CHANGE
AIXA GY,AIXTRON SE,200000,200000,0,0.5,0.52,0.020000000000000018,WEIGHT_CHANGE
DASH US,DOORDASH INC - A,50000,50000,0,0.69,0.71,0.020000000000000018,WEIGHT_CHANGE
NTRA US,NATERA INC,25000,25000,0,0.49,0.51,0.020000000000000018,WEIGHT_CHANGE
COHR US,COHERENT INC,95000,95000,0,1.58,1.59,0.010000000000000009,WEIGHT_CHANGE
TWLO US,TWILIO INC - A,55000,55000,0,0.77,0.78,0.010000000000000009,WEIGHT_CHANGE
000660 KS,SK HYNIX INC,15000,15000,0,1.1,1.09,-0.010000000000000009,WEIGHT_CHANGE
5801 JP,FURUKAWA ELECTRIC CO LTD,500000,500000,0,0.74,0.73,-0.010000000000000009,WEIGHT_CHANGE
2330,台積電,550000,550000,0,2.58,2.57,-0.010000000000000231,WEIGHT_CHANGE
6223,旺矽,242000,242000,0,2.52,2.51,-0.010000000000000231,WEIGHT_CHANGE
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,170000,170000,0,1.37,1.35,-0.020000000000000018,WEIGHT_CHANGE
4180 JP,APPIER GROUP INC,950000,950000,0,0.51,0.49,-0.020000000000000018,WEIGHT_CHANGE
3017,奇鋐,365000,365000,0,2.4,2.37,-0.029999999999999805,WEIGHT_CHANGE
NET US,CLOUDFLARE INC - CLASS A,70000,70000,0,1.22,1.19,-0.030000000000000027,WEIGHT_CHANGE
NOW US,SERVICENOW INC,230000,230000,0,2.0,1.96,-0.040000000000000036,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.43,1.37,-0.05999999999999983,WEIGHT_CHANGE
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),130000,130000,0,2.54,2.48,-0.06000000000000005,WEIGHT_CHANGE
2383,台光電,420000,420000,0,4.56,4.49,-0.0699999999999994,WEIGHT_CHANGE
PLTR US,PALANTIR TECHNOLOGIES INC-A,225000,225000,0,2.47,2.38,-0.0900000000000003,WEIGHT_CHANGE
6981 JP,MURATA MANUFACTURING CO LTD,1350000,1350000,0,3.75,3.65,-0.10000000000000009,WEIGHT_CHANGE
2308,台達電,720000,720000,0,2.59,2.44,-0.1499999999999999,WEIGHT_CHANGE
PANW US,PALO ALTO NETWORKS INC,150000,150000,0,3.31,3.07,-0.2400000000000002,WEIGHT_CHANGE
6274,台燿,130000,130000,0,0.36,0.36,0.0,SAME
