code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
8035 JP,TOKYO ELECTRON LTD,0,36000,36000,0.0,0.89,0.89,NEW
BESI NA,BE SEMICONDUCTOR INDUSTRIES,55000,73000,18000,1.17,1.55,0.3800000000000001,UP
6223,旺矽,90000,115000,25000,1.04,1.37,0.33000000000000007,UP
6976 JP,TAIYO YUDEN CO LTD,315000,380000,65000,1.96,2.16,0.20000000000000018,UP
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,85000,97000,12000,1.35,1.41,0.05999999999999983,UP
MRVL US,MARVELL TECHNOLOGY INC,200000,210000,10000,3.37,3.41,0.040000000000000036,UP
HOT GY,HOCHTIEF AG,11800,8800,-3000,0.4,0.29,-0.11000000000000004,DOWN
VSH US,VISHAY INTERTECHNOLOGY INC,725429,580429,-145000,2.55,2.0,-0.5499999999999998,DOWN
GLW US,CORNING INC,56000,0,-56000,0.59,0.0,-0.59,OUT
5706 JP,Mitsui Mining ＆ Smelting Co,130000,130000,0,1.81,2.07,0.2599999999999998,WEIGHT_CHANGE
285A JP,KIOXIA HOLDINGS CORP,168000,168000,0,4.74,4.94,0.20000000000000018,WEIGHT_CHANGE
6515,穎崴,88000,88000,0,1.45,1.55,0.10000000000000009,WEIGHT_CHANGE
ARM US,ARM HOLDINGS PLC,65518,65518,0,1.35,1.45,0.09999999999999987,WEIGHT_CHANGE
SNDK US,SANDISK CORP,39000,39000,0,4.4,4.48,0.08000000000000007,WEIGHT_CHANGE
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),175000,175000,0,5.13,5.19,0.0600000000000005,WEIGHT_CHANGE
3711,日月光投控,1100000,1100000,0,1.13,1.19,0.06000000000000005,WEIGHT_CHANGE
7826 JP,FURUYA METAL CO LTD,374300,374300,0,1.14,1.2,0.06000000000000005,WEIGHT_CHANGE
WDC US,WESTERN DIGITAL CORP,72000,72000,0,2.29,2.35,0.06000000000000005,WEIGHT_CHANGE
6920 JP,LASERTEC CORP,50000,50000,0,0.75,0.8,0.050000000000000044,WEIGHT_CHANGE
3037,欣興,1500000,1500000,0,2.43,2.48,0.04999999999999982,WEIGHT_CHANGE
6787 JP,MEIKO ELECTRONICS CO LTD,175000,175000,0,1.91,1.95,0.040000000000000036,WEIGHT_CHANGE
3436 JP,SUMCO CORP,875400,875400,0,1.12,1.16,0.039999999999999813,WEIGHT_CHANGE
5274,信驊,46000,46000,0,1.53,1.56,0.030000000000000027,WEIGHT_CHANGE
AXTI US,AXT INC,90000,90000,0,0.48,0.51,0.030000000000000027,WEIGHT_CHANGE
SOI FP,S.O.I.T.E.C.,90000,90000,0,0.8,0.83,0.029999999999999916,WEIGHT_CHANGE
4062 JP,IBIDEN CO LTD,275000,275000,0,1.87,1.9,0.029999999999999805,WEIGHT_CHANGE
BE US,BLOOM ENERGY CORP- A,170000,170000,0,2.54,2.57,0.029999999999999805,WEIGHT_CHANGE
6963 JP,ROHM CO LTD,710000,710000,0,1.25,1.27,0.020000000000000018,WEIGHT_CHANGE
COHR US,COHERENT INC,38000,38000,0,0.83,0.85,0.020000000000000018,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,557550,557550,0,2.98,3.0,0.020000000000000018,WEIGHT_CHANGE
NOK US,NOKIA CORP-SPON ADR,2100000,2100000,0,1.78,1.8,0.020000000000000018,WEIGHT_CHANGE
2360,致茂,200000,200000,0,0.83,0.84,0.010000000000000009,WEIGHT_CHANGE
2308,台達電,350000,350000,0,1.43,1.42,-0.010000000000000009,WEIGHT_CHANGE
2330,台積電,400000,400000,0,1.71,1.7,-0.010000000000000009,WEIGHT_CHANGE
2454,聯發科,410000,410000,0,3.17,3.14,-0.029999999999999805,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.96,1.93,-0.030000000000000027,WEIGHT_CHANGE
NVDA US,NVIDIA CORP(輝達公司),75000,75000,0,0.92,0.89,-0.030000000000000027,WEIGHT_CHANGE
DDOG US,DATADOG INC - CLASS A,60000,60000,0,0.84,0.8,-0.039999999999999925,WEIGHT_CHANGE
6274,台燿,230000,230000,0,0.64,0.6,-0.040000000000000036,WEIGHT_CHANGE
CRWD US,CROWDSTRIKE HOLDINGS INC - A,28000,28000,0,1.16,1.11,-0.04999999999999982,WEIGHT_CHANGE
603256 CH,GRACE FABRIC TECHNOLOGY CO-A,580000,580000,0,1.08,1.03,-0.050000000000000044,WEIGHT_CHANGE
STM US,STMICROELECTRONICS NV-NY SHS,375000,375000,0,1.76,1.68,-0.08000000000000007,WEIGHT_CHANGE
6981 JP,MURATA MANUFACTURING CO LTD,960000,960000,0,3.22,2.97,-0.25,WEIGHT_CHANGE
2383,台光電,330000,330000,0,3.19,2.92,-0.27,WEIGHT_CHANGE
MU US,MICRON TECHNOLOGY INC,105000,105000,0,6.28,5.98,-0.2999999999999998,WEIGHT_CHANGE
009150 KS,Samsung Electro-Mechanics co(009150 ks),80000,80000,0,5.66,5.33,-0.33000000000000007,WEIGHT_CHANGE
3017,奇鋐,215000,215000,0,0.95,0.95,0.0,SAME
7769,鴻勁,36000,36000,0,0.48,0.48,0.0,SAME
AIXA GY,AIXTRON SE,380000,380000,0,1.45,1.45,0.0,SAME
LITE US,LUMENTUM HOLDINGS INC,62000,62000,0,3.31,3.31,0.0,SAME
