code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
3017,奇鋐,115000,215000,100000,0.54,1.1,0.56,UP
FORM US,FORMFACTOR INC,75454,150454,75000,0.48,0.97,0.49,UP
TER US,TERADYNE INC,35000,55000,20000,0.76,1.19,0.42999999999999994,UP
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,246988,291988,45000,0.84,1.04,0.20000000000000007,UP
8035 JP,TOKYO ELECTRON LTD,55000,0,-55000,1.13,0.0,-1.13,OUT
TSEM US,TOWER SEMICONDUCTOR LTD,186825,186825,0,2.19,2.36,0.16999999999999993,WEIGHT_CHANGE
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),184500,184500,0,4.93,5.08,0.15000000000000036,WEIGHT_CHANGE
LITE US,LUMENTUM HOLDINGS INC,92000,92000,0,4.21,4.34,0.1299999999999999,WEIGHT_CHANGE
2383,台光電,445000,445000,0,4.0,4.12,0.1200000000000001,WEIGHT_CHANGE
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,225000,225000,0,2.8,2.92,0.1200000000000001,WEIGHT_CHANGE
3037,欣興,2600000,2600000,0,4.32,4.41,0.08999999999999986,WEIGHT_CHANGE
6223,旺矽,230000,230000,0,2.46,2.53,0.06999999999999984,WEIGHT_CHANGE
3665,貿聯-KY,520000,520000,0,2.1,2.15,0.04999999999999982,WEIGHT_CHANGE
3711,日月光投控,1800000,1800000,0,1.83,1.87,0.040000000000000036,WEIGHT_CHANGE
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),115000,115000,0,2.02,2.06,0.040000000000000036,WEIGHT_CHANGE
MPWR US,MONOLITHIC POWER SYSTEMS INC,18000,18000,0,1.34,1.38,0.039999999999999813,WEIGHT_CHANGE
MRVL US,MARVELL TECHNOLOGY INC,205000,205000,0,2.4,2.43,0.03000000000000025,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,425000,425000,0,1.63,1.66,0.030000000000000027,WEIGHT_CHANGE
LMT US,LOCKHEED MARTIN CORP,38000,38000,0,1.22,1.25,0.030000000000000027,WEIGHT_CHANGE
NOW US,SERVICENOW INC,270000,270000,0,1.75,1.78,0.030000000000000027,WEIGHT_CHANGE
2308,台達電,320000,320000,0,0.91,0.94,0.029999999999999916,WEIGHT_CHANGE
AEHR US,AEHR TEST SYSTEMS,140344,140344,0,0.77,0.79,0.020000000000000018,WEIGHT_CHANGE
AIXA GY,AIXTRON SE,200000,200000,0,0.49,0.51,0.020000000000000018,WEIGHT_CHANGE
PANW US,PALO ALTO NETWORKS INC,125000,125000,0,2.51,2.53,0.020000000000000018,WEIGHT_CHANGE
2330,台積電,750000,750000,0,3.09,3.1,0.010000000000000231,WEIGHT_CHANGE
2303,聯電,2500000,2500000,0,0.52,0.53,0.010000000000000009,WEIGHT_CHANGE
FTNT US,FORTINET INC,100000,100000,0,0.91,0.9,-0.010000000000000009,WEIGHT_CHANGE
VECO US,VEECO INSTRUMENTS INC,310000,310000,0,0.91,0.9,-0.010000000000000009,WEIGHT_CHANGE
6787 JP,MEIKO ELECTRONICS CO LTD,80000,80000,0,0.7,0.68,-0.019999999999999907,WEIGHT_CHANGE
4062 JP,IBIDEN CO LTD,60000,60000,0,0.43,0.41,-0.020000000000000018,WEIGHT_CHANGE
BE US,BLOOM ENERGY CORP- A,210000,210000,0,2.73,2.7,-0.029999999999999805,WEIGHT_CHANGE
6920 JP,LASERTEC CORP,65000,65000,0,1.07,1.0,-0.07000000000000006,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.59,1.47,-0.1200000000000001,WEIGHT_CHANGE
SNDK US,SANDISK CORP,28000,28000,0,2.1,1.98,-0.1200000000000001,WEIGHT_CHANGE
6871 JP,MICRONICS JAPAN CO LTD,370000,370000,0,2.07,1.93,-0.1399999999999999,WEIGHT_CHANGE
6981 JP,MURATA MANUFACTURING CO LTD,1350000,1350000,0,3.72,3.57,-0.15000000000000036,WEIGHT_CHANGE
6976 JP,TAIYO YUDEN CO LTD,450000,450000,0,1.77,1.59,-0.17999999999999994,WEIGHT_CHANGE
009150 KS,Samsung Electro-Mechanics co(009150 ks),70000,70000,0,3.59,3.39,-0.19999999999999973,WEIGHT_CHANGE
285A JP,KIOXIA HOLDINGS CORP,180000,180000,0,3.44,3.13,-0.31000000000000005,WEIGHT_CHANGE
WDC US,WESTERN DIGITAL CORP,105000,105000,0,3.02,2.67,-0.3500000000000001,WEIGHT_CHANGE
AMAT US,APPLIED MATERIALS INC,135000,135000,0,4.0,4.01,0.009999999999999787,SAME
MU US,MICRON TECHNOLOGY INC,123569,123569,0,6.12,6.13,0.009999999999999787,SAME
2327,國巨*,1550000,1550000,0,1.54,1.54,0.0,SAME
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1249899,1249899,0,1.32,1.32,0.0,SAME
9988 HK,ALIBABA GROUP HOLDING LTD,500000,500000,0,0.45,0.45,0.0,SAME
2454,聯發科,445000,445000,0,3.05,3.04,-0.009999999999999787,SAME
