code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
AMAT US,APPLIED MATERIALS INC,0,25000,25000,0.0,0.83,0.83,NEW
2327,國巨*,700000,1000000,300000,1.23,1.69,0.45999999999999996,UP
3037,欣興,1650000,1900000,250000,2.64,3.08,0.43999999999999995,UP
285A JP,KIOXIA HOLDINGS CORP,185000,195000,10000,5.92,5.9,-0.019999999999999574,UP
SOI FP,S.O.I.T.E.C.,57000,27000,-30000,0.36,0.19,-0.16999999999999998,DOWN
6515,穎崴,88000,62000,-26000,1.25,0.84,-0.41000000000000003,DOWN
5274,信驊,46000,29000,-17000,1.26,0.75,-0.51,DOWN
6787 JP,MEIKO ELECTRONICS CO LTD,150000,100000,-50000,1.5,0.99,-0.51,DOWN
2308,台達電,350000,175000,-175000,1.09,0.53,-0.56,DOWN
009150 KS,Samsung Electro-Mechanics co(009150 ks),80000,80000,0,5.18,5.51,0.33000000000000007,WEIGHT_CHANGE
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),195000,195000,0,5.18,5.39,0.20999999999999996,WEIGHT_CHANGE
3436 JP,SUMCO CORP,875400,875400,0,1.02,1.1,0.08000000000000007,WEIGHT_CHANGE
2330,台積電,400000,400000,0,1.5,1.56,0.06000000000000005,WEIGHT_CHANGE
8035 JP,TOKYO ELECTRON LTD,88000,88000,0,2.04,2.1,0.06000000000000005,WEIGHT_CHANGE
BESI NA,BE SEMICONDUCTOR INDUSTRIES,90000,90000,0,1.47,1.53,0.06000000000000005,WEIGHT_CHANGE
3711,日月光投控,1100000,1100000,0,1.1,1.16,0.05999999999999983,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,625000,625000,0,2.9,2.95,0.050000000000000266,WEIGHT_CHANGE
AIXA GY,AIXTRON SE,380000,380000,0,1.14,1.19,0.050000000000000044,WEIGHT_CHANGE
6871 JP,MICRONICS JAPAN CO LTD,140000,140000,0,0.76,0.79,0.030000000000000027,WEIGHT_CHANGE
688146 CH,PERIC SPECIAL GASES CO LTD-A,200000,200000,0,0.57,0.6,0.030000000000000027,WEIGHT_CHANGE
ARM US,ARM HOLDINGS PLC,80000,80000,0,1.39,1.42,0.030000000000000027,WEIGHT_CHANGE
LITE US,LUMENTUM HOLDINGS INC,62000,62000,0,2.67,2.69,0.020000000000000018,WEIGHT_CHANGE
MRVL US,MARVELL TECHNOLOGY INC,230000,230000,0,3.23,3.25,0.020000000000000018,WEIGHT_CHANGE
STM US,STMICROELECTRONICS NV-NY SHS,475000,475000,0,1.78,1.8,0.020000000000000018,WEIGHT_CHANGE
6278 JP,UNION TOOL CO,90000,90000,0,0.65,0.66,0.010000000000000009,WEIGHT_CHANGE
7826 JP,FURUYA METAL CO LTD,374300,374300,0,1.04,1.05,0.010000000000000009,WEIGHT_CHANGE
6274,台燿,244000,244000,0,0.65,0.64,-0.010000000000000009,WEIGHT_CHANGE
COHR US,COHERENT INC,55000,55000,0,1.12,1.11,-0.010000000000000009,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,2.35,2.34,-0.010000000000000231,WEIGHT_CHANGE
3017,奇鋐,215000,215000,0,0.84,0.81,-0.029999999999999916,WEIGHT_CHANGE
2303,聯電,6000000,6000000,0,1.68,1.64,-0.040000000000000036,WEIGHT_CHANGE
2383,台光電,330000,330000,0,2.92,2.88,-0.040000000000000036,WEIGHT_CHANGE
5706 JP,Mitsui Mining ＆ Smelting Co,130000,130000,0,1.86,1.81,-0.050000000000000044,WEIGHT_CHANGE
MU US,MICRON TECHNOLOGY INC,116000,116000,0,7.03,6.97,-0.0600000000000005,WEIGHT_CHANGE
4062 JP,IBIDEN CO LTD,275000,275000,0,2.24,2.16,-0.08000000000000007,WEIGHT_CHANGE
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,120000,120000,0,1.61,1.51,-0.10000000000000009,WEIGHT_CHANGE
6981 JP,MURATA MANUFACTURING CO LTD,1066000,1066000,0,3.89,3.77,-0.1200000000000001,WEIGHT_CHANGE
2454,聯發科,445000,445000,0,3.0,2.87,-0.1299999999999999,WEIGHT_CHANGE
6976 JP,TAIYO YUDEN CO LTD,415000,415000,0,2.41,2.28,-0.13000000000000034,WEIGHT_CHANGE
WDC US,WESTERN DIGITAL CORP,90000,90000,0,3.03,2.8,-0.22999999999999998,WEIGHT_CHANGE
SNDK US,SANDISK CORP,45000,45000,0,5.24,4.99,-0.25,WEIGHT_CHANGE
BE US,BLOOM ENERGY CORP- A,230000,230000,0,3.55,3.07,-0.48,WEIGHT_CHANGE
6223,旺矽,115000,115000,0,1.24,1.24,0.0,SAME
6920 JP,LASERTEC CORP,87500,87500,0,1.43,1.43,0.0,SAME
VSH US,VISHAY INTERTECHNOLOGY INC,700429,700429,0,2.09,2.09,0.0,SAME
