code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
4979,華星光,735000,1235000,500000,0.81,1.38,0.5699999999999998,UP
3017,奇鋐,275000,335000,60000,1.6,2.03,0.4299999999999997,UP
2327,國巨*,1550000,0,-1550000,1.53,0.0,-1.53,OUT
PANW US,PALO ALTO NETWORKS INC,150000,150000,0,2.98,3.3,0.31999999999999984,WEIGHT_CHANGE
009150 KS,Samsung Electro-Mechanics co(009150 ks),70000,70000,0,3.91,4.07,0.16000000000000014,WEIGHT_CHANGE
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,225000,225000,0,2.98,3.11,0.1299999999999999,WEIGHT_CHANGE
285A JP,KIOXIA HOLDINGS CORP,180000,180000,0,3.31,3.41,0.10000000000000009,WEIGHT_CHANGE
CRCL US,CIRCLE INTERNET GROUP INC,480000,480000,0,2.53,2.6,0.07000000000000028,WEIGHT_CHANGE
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),130000,130000,0,2.4,2.46,0.06000000000000005,WEIGHT_CHANGE
PLTR US,PALANTIR TECHNOLOGIES INC-A,180000,180000,0,1.87,1.93,0.05999999999999983,WEIGHT_CHANGE
NET US,CLOUDFLARE INC - CLASS A,45000,45000,0,0.75,0.8,0.050000000000000044,WEIGHT_CHANGE
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,291988,291988,0,1.0,1.04,0.040000000000000036,WEIGHT_CHANGE
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1749879,1749879,0,1.66,1.69,0.030000000000000027,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,425000,425000,0,1.6,1.63,0.029999999999999805,WEIGHT_CHANGE
3037,欣興,2600000,2600000,0,5.55,5.57,0.020000000000000462,WEIGHT_CHANGE
000660 KS,SK HYNIX INC,15000,15000,0,1.07,1.09,0.020000000000000018,WEIGHT_CHANGE
5801 JP,FURUKAWA ELECTRIC CO LTD,500000,500000,0,0.72,0.74,0.020000000000000018,WEIGHT_CHANGE
TWLO US,TWILIO INC - A,55000,55000,0,0.74,0.76,0.020000000000000018,WEIGHT_CHANGE
095340 KS,ISC CO LTD,50000,50000,0,0.34,0.36,0.019999999999999962,WEIGHT_CHANGE
LITE US,LUMENTUM HOLDINGS INC,117000,117000,0,6.43,6.44,0.010000000000000675,WEIGHT_CHANGE
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,110000,110000,0,0.83,0.84,0.010000000000000009,WEIGHT_CHANGE
TER US,TERADYNE INC,55000,55000,0,1.17,1.18,0.010000000000000009,WEIGHT_CHANGE
AEM US,AGNICO EAGLE MINES LTD,60000,60000,0,0.75,0.74,-0.010000000000000009,WEIGHT_CHANGE
MPWR US,MONOLITHIC POWER SYSTEMS INC,18000,18000,0,1.37,1.36,-0.010000000000000009,WEIGHT_CHANGE
NTRA US,NATERA INC,25000,25000,0,0.5,0.49,-0.010000000000000009,WEIGHT_CHANGE
DASH US,DOORDASH INC - A,50000,50000,0,0.69,0.67,-0.019999999999999907,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.26,1.24,-0.020000000000000018,WEIGHT_CHANGE
SPCX US,SPACE EXPLORATION TECHN-CL A,300000,300000,0,2.45,2.43,-0.020000000000000018,WEIGHT_CHANGE
COHR US,COHERENT INC,95000,95000,0,1.64,1.61,-0.029999999999999805,WEIGHT_CHANGE
6274,台燿,130000,130000,0,0.37,0.34,-0.02999999999999997,WEIGHT_CHANGE
2330,台積電,650000,650000,0,2.89,2.85,-0.040000000000000036,WEIGHT_CHANGE
SNDK US,SANDISK CORP,17000,17000,0,1.49,1.45,-0.040000000000000036,WEIGHT_CHANGE
STX US,SEAGATE TECHNOLOGY,60000,60000,0,2.97,2.93,-0.040000000000000036,WEIGHT_CHANGE
2454,聯發科,200000,200000,0,1.45,1.4,-0.050000000000000044,WEIGHT_CHANGE
BE US,BLOOM ENERGY CORP- A,250000,250000,0,3.19,3.13,-0.06000000000000005,WEIGHT_CHANGE
TSEM US,TOWER SEMICONDUCTOR LTD,216825,216825,0,2.81,2.74,-0.06999999999999984,WEIGHT_CHANGE
6871 JP,MICRONICS JAPAN CO LTD,370000,370000,0,1.84,1.77,-0.07000000000000006,WEIGHT_CHANGE
MU US,MICRON TECHNOLOGY INC,70000,70000,0,3.85,3.77,-0.08000000000000007,WEIGHT_CHANGE
MRVL US,MARVELL TECHNOLOGY INC,205000,205000,0,2.94,2.85,-0.08999999999999986,WEIGHT_CHANGE
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),130000,130000,0,3.66,3.57,-0.0900000000000003,WEIGHT_CHANGE
2383,台光電,445000,445000,0,4.82,4.45,-0.3700000000000001,WEIGHT_CHANGE
4180 JP,APPIER GROUP INC,950000,950000,0,0.45,0.45,0.0,SAME
6223,旺矽,242000,242000,0,2.24,2.24,0.0,SAME
AIXA GY,AIXTRON SE,200000,200000,0,0.5,0.5,0.0,SAME
FORM US,FORMFACTOR INC,150454,150454,0,0.95,0.95,0.0,SAME
HOOD US,ROBINHOOD MARKETS INC - A,120000,120000,0,0.76,0.76,0.0,SAME
2308,台達電,720000,720000,0,2.32,2.31,-0.009999999999999787,SAME
6981 JP,MURATA MANUFACTURING CO LTD,1350000,1350000,0,3.57,3.56,-0.009999999999999787,SAME
