code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
CRCL US,CIRCLE INTERNET GROUP INC,0,200000,200000,0.0,0.96,0.96,NEW
AEM US,AGNICO EAGLE MINES LTD,0,60000,60000,0.0,0.73,0.73,NEW
095340 KS,ISC CO LTD,0,50000,50000,0.0,0.35,0.35,NEW
SPCX US,SPACE EXPLORATION TECHN-CL A,270000,300000,30000,2.2,2.32,0.11999999999999966,UP
6787 JP,MEIKO ELECTRONICS CO LTD,160000,80000,-80000,1.01,0.51,-0.5,DOWN
WDC US,WESTERN DIGITAL CORP,80000,40000,-40000,2.15,1.08,-1.0699999999999998,DOWN
LITE US,LUMENTUM HOLDINGS INC,117000,117000,0,5.64,5.93,0.29000000000000004,WEIGHT_CHANGE
285A JP,KIOXIA HOLDINGS CORP,180000,180000,0,3.29,3.47,0.18000000000000016,WEIGHT_CHANGE
6223,旺矽,242000,242000,0,2.31,2.47,0.16000000000000014,WEIGHT_CHANGE
MRVL US,MARVELL TECHNOLOGY INC,205000,205000,0,2.83,2.97,0.14000000000000012,WEIGHT_CHANGE
MU US,MICRON TECHNOLOGY INC,70000,70000,0,3.82,3.93,0.11000000000000032,WEIGHT_CHANGE
000660 KS,SK HYNIX INC,15000,15000,0,1.01,1.06,0.050000000000000044,WEIGHT_CHANGE
2383,台光電,445000,445000,0,4.76,4.8,0.040000000000000036,WEIGHT_CHANGE
4979,華星光,450000,450000,0,0.43,0.46,0.030000000000000027,WEIGHT_CHANGE
STX US,SEAGATE TECHNOLOGY,60000,60000,0,2.91,2.94,0.029999999999999805,WEIGHT_CHANGE
SNDK US,SANDISK CORP,21000,21000,0,1.92,1.94,0.020000000000000018,WEIGHT_CHANGE
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1749879,1749879,0,1.66,1.67,0.010000000000000009,WEIGHT_CHANGE
4180 JP,APPIER GROUP INC,950000,950000,0,0.44,0.45,0.010000000000000009,WEIGHT_CHANGE
5801 JP,FURUKAWA ELECTRIC CO LTD,500000,500000,0,0.69,0.7,0.010000000000000009,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.28,1.29,0.010000000000000009,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,425000,425000,0,1.58,1.59,0.010000000000000009,WEIGHT_CHANGE
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,110000,110000,0,0.9,0.89,-0.010000000000000009,WEIGHT_CHANGE
3711,日月光投控,1000000,1000000,0,1.07,1.06,-0.010000000000000009,WEIGHT_CHANGE
AEHR US,AEHR TEST SYSTEMS,70000,70000,0,0.44,0.43,-0.010000000000000009,WEIGHT_CHANGE
FORM US,FORMFACTOR INC,150454,150454,0,1.01,1.0,-0.010000000000000009,WEIGHT_CHANGE
TWLO US,TWILIO INC - A,55000,55000,0,0.71,0.7,-0.010000000000000009,WEIGHT_CHANGE
6871 JP,MICRONICS JAPAN CO LTD,370000,370000,0,1.88,1.85,-0.029999999999999805,WEIGHT_CHANGE
PLTR US,PALANTIR TECHNOLOGIES INC-A,180000,180000,0,1.84,1.81,-0.030000000000000027,WEIGHT_CHANGE
2308,台達電,720000,720000,0,2.31,2.27,-0.040000000000000036,WEIGHT_CHANGE
NET US,CLOUDFLARE INC - CLASS A,45000,45000,0,0.76,0.72,-0.040000000000000036,WEIGHT_CHANGE
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),130000,130000,0,2.46,2.41,-0.04999999999999982,WEIGHT_CHANGE
2327,國巨*,1550000,1550000,0,1.62,1.57,-0.050000000000000044,WEIGHT_CHANGE
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,291988,291988,0,1.08,1.03,-0.050000000000000044,WEIGHT_CHANGE
TSEM US,TOWER SEMICONDUCTOR LTD,216825,216825,0,2.86,2.8,-0.06000000000000005,WEIGHT_CHANGE
3017,奇鋐,275000,275000,0,1.55,1.48,-0.07000000000000006,WEIGHT_CHANGE
BE US,BLOOM ENERGY CORP- A,210000,210000,0,2.53,2.45,-0.07999999999999963,WEIGHT_CHANGE
6981 JP,MURATA MANUFACTURING CO LTD,1350000,1350000,0,3.62,3.54,-0.08000000000000007,WEIGHT_CHANGE
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,225000,225000,0,3.08,3.0,-0.08000000000000007,WEIGHT_CHANGE
2454,聯發科,300000,300000,0,2.1,2.0,-0.10000000000000009,WEIGHT_CHANGE
009150 KS,Samsung Electro-Mechanics co(009150 ks),70000,70000,0,4.16,4.05,-0.11000000000000032,WEIGHT_CHANGE
PANW US,PALO ALTO NETWORKS INC,150000,150000,0,3.14,3.02,-0.1200000000000001,WEIGHT_CHANGE
2330,台積電,650000,650000,0,2.78,2.78,0.0,SAME
AIXA GY,AIXTRON SE,200000,200000,0,0.5,0.5,0.0,SAME
COHR US,COHERENT INC,95000,95000,0,1.59,1.59,0.0,SAME
MPWR US,MONOLITHIC POWER SYSTEMS INC,18000,18000,0,1.36,1.36,0.0,SAME
TER US,TERADYNE INC,55000,55000,0,1.22,1.22,0.0,SAME
3037,欣興,2600000,2600000,0,5.35,5.34,-0.009999999999999787,SAME
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),130000,130000,0,3.53,3.52,-0.009999999999999787,SAME
