code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
CRCL US,CIRCLE INTERNET GROUP INC,200000,400000,200000,0.96,2.04,1.08,UP
6787 JP,MEIKO ELECTRONICS CO LTD,80000,0,-80000,0.51,0.0,-0.51,OUT
PANW US,PALO ALTO NETWORKS INC,150000,150000,0,3.02,3.12,0.10000000000000009,WEIGHT_CHANGE
285A JP,KIOXIA HOLDINGS CORP,180000,180000,0,3.47,3.57,0.09999999999999964,WEIGHT_CHANGE
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),130000,130000,0,2.41,2.51,0.09999999999999964,WEIGHT_CHANGE
2330,台積電,650000,650000,0,2.78,2.85,0.07000000000000028,WEIGHT_CHANGE
SPCX US,SPACE EXPLORATION TECHN-CL A,300000,300000,0,2.32,2.39,0.07000000000000028,WEIGHT_CHANGE
2454,聯發科,300000,300000,0,2.0,2.07,0.06999999999999984,WEIGHT_CHANGE
PLTR US,PALANTIR TECHNOLOGIES INC-A,180000,180000,0,1.81,1.88,0.06999999999999984,WEIGHT_CHANGE
000660 KS,SK HYNIX INC,15000,15000,0,1.06,1.11,0.050000000000000044,WEIGHT_CHANGE
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1749879,1749879,0,1.67,1.72,0.050000000000000044,WEIGHT_CHANGE
NET US,CLOUDFLARE INC - CLASS A,45000,45000,0,0.72,0.77,0.050000000000000044,WEIGHT_CHANGE
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),130000,130000,0,3.52,3.57,0.04999999999999982,WEIGHT_CHANGE
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,110000,110000,0,0.89,0.93,0.040000000000000036,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,425000,425000,0,1.59,1.62,0.030000000000000027,WEIGHT_CHANGE
2308,台達電,720000,720000,0,2.27,2.3,0.029999999999999805,WEIGHT_CHANGE
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,291988,291988,0,1.03,1.05,0.020000000000000018,WEIGHT_CHANGE
AEM US,AGNICO EAGLE MINES LTD,60000,60000,0,0.73,0.75,0.020000000000000018,WEIGHT_CHANGE
STX US,SEAGATE TECHNOLOGY,60000,60000,0,2.94,2.96,0.020000000000000018,WEIGHT_CHANGE
TWLO US,TWILIO INC - A,55000,55000,0,0.7,0.72,0.020000000000000018,WEIGHT_CHANGE
MPWR US,MONOLITHIC POWER SYSTEMS INC,18000,18000,0,1.36,1.38,0.019999999999999796,WEIGHT_CHANGE
3711,日月光投控,1000000,1000000,0,1.06,1.07,0.010000000000000009,WEIGHT_CHANGE
AIXA GY,AIXTRON SE,200000,200000,0,0.5,0.51,0.010000000000000009,WEIGHT_CHANGE
COHR US,COHERENT INC,95000,95000,0,1.59,1.6,0.010000000000000009,WEIGHT_CHANGE
SNDK US,SANDISK CORP,21000,21000,0,1.94,1.95,0.010000000000000009,WEIGHT_CHANGE
2327,國巨*,1550000,1550000,0,1.57,1.56,-0.010000000000000009,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.29,1.28,-0.010000000000000009,WEIGHT_CHANGE
WDC US,WESTERN DIGITAL CORP,40000,40000,0,1.08,1.07,-0.010000000000000009,WEIGHT_CHANGE
095340 KS,ISC CO LTD,50000,50000,0,0.35,0.33,-0.019999999999999962,WEIGHT_CHANGE
AEHR US,AEHR TEST SYSTEMS,70000,70000,0,0.43,0.41,-0.020000000000000018,WEIGHT_CHANGE
TER US,TERADYNE INC,55000,55000,0,1.22,1.2,-0.020000000000000018,WEIGHT_CHANGE
3017,奇鋐,275000,275000,0,1.48,1.44,-0.040000000000000036,WEIGHT_CHANGE
6981 JP,MURATA MANUFACTURING CO LTD,1350000,1350000,0,3.54,3.5,-0.040000000000000036,WEIGHT_CHANGE
LITE US,LUMENTUM HOLDINGS INC,117000,117000,0,5.93,5.89,-0.040000000000000036,WEIGHT_CHANGE
6223,旺矽,242000,242000,0,2.47,2.41,-0.06000000000000005,WEIGHT_CHANGE
MRVL US,MARVELL TECHNOLOGY INC,205000,205000,0,2.97,2.82,-0.15000000000000036,WEIGHT_CHANGE
009150 KS,Samsung Electro-Mechanics co(009150 ks),70000,70000,0,4.05,3.86,-0.18999999999999995,WEIGHT_CHANGE
2383,台光電,445000,445000,0,4.8,4.6,-0.20000000000000018,WEIGHT_CHANGE
3037,欣興,2600000,2600000,0,5.34,5.14,-0.20000000000000018,WEIGHT_CHANGE
4979,華星光,450000,450000,0,0.46,0.47,0.009999999999999953,SAME
BE US,BLOOM ENERGY CORP- A,210000,210000,0,2.45,2.46,0.009999999999999787,SAME
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,225000,225000,0,3.0,3.01,0.009999999999999787,SAME
4180 JP,APPIER GROUP INC,950000,950000,0,0.45,0.45,0.0,SAME
5801 JP,FURUKAWA ELECTRIC CO LTD,500000,500000,0,0.7,0.7,0.0,SAME
6871 JP,MICRONICS JAPAN CO LTD,370000,370000,0,1.85,1.85,0.0,SAME
FORM US,FORMFACTOR INC,150454,150454,0,1.0,1.0,0.0,SAME
MU US,MICRON TECHNOLOGY INC,70000,70000,0,3.93,3.93,0.0,SAME
TSEM US,TOWER SEMICONDUCTOR LTD,216825,216825,0,2.8,2.8,0.0,SAME
