code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
PLTR US,PALANTIR TECHNOLOGIES INC-A,180000,225000,45000,1.93,2.48,0.55,UP
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,110000,170000,60000,0.84,1.34,0.5000000000000001,UP
NET US,CLOUDFLARE INC - CLASS A,45000,70000,25000,0.8,1.24,0.43999999999999995,UP
3017,奇鋐,335000,365000,30000,2.03,2.3,0.27,UP
SNDK US,SANDISK CORP,17000,13000,-4000,1.45,1.14,-0.31000000000000005,DOWN
MU US,MICRON TECHNOLOGY INC,70000,60000,-10000,3.77,3.31,-0.45999999999999996,DOWN
285A JP,KIOXIA HOLDINGS CORP,180000,140000,-40000,3.41,2.49,-0.9199999999999999,DOWN
MRVL US,MARVELL TECHNOLOGY INC,205000,150026,-54974,2.85,1.92,-0.9300000000000002,DOWN
009150 KS,Samsung Electro-Mechanics co(009150 ks),70000,70000,0,4.07,4.24,0.16999999999999993,WEIGHT_CHANGE
2308,台達電,720000,720000,0,2.31,2.47,0.16000000000000014,WEIGHT_CHANGE
6981 JP,MURATA MANUFACTURING CO LTD,1350000,1350000,0,3.56,3.71,0.1499999999999999,WEIGHT_CHANGE
2383,台光電,445000,445000,0,4.45,4.57,0.1200000000000001,WEIGHT_CHANGE
2330,台積電,650000,650000,0,2.85,2.95,0.10000000000000009,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.24,1.34,0.10000000000000009,WEIGHT_CHANGE
2454,聯發科,200000,200000,0,1.4,1.49,0.09000000000000008,WEIGHT_CHANGE
SPCX US,SPACE EXPLORATION TECHN-CL A,300000,300000,0,2.43,2.51,0.07999999999999963,WEIGHT_CHANGE
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),130000,130000,0,2.46,2.52,0.06000000000000005,WEIGHT_CHANGE
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1749879,1749879,0,1.69,1.73,0.040000000000000036,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,425000,425000,0,1.63,1.67,0.040000000000000036,WEIGHT_CHANGE
6223,旺矽,242000,242000,0,2.24,2.28,0.03999999999999959,WEIGHT_CHANGE
4979,華星光,1235000,1235000,0,1.38,1.41,0.030000000000000027,WEIGHT_CHANGE
DASH US,DOORDASH INC - A,50000,50000,0,0.67,0.7,0.029999999999999916,WEIGHT_CHANGE
6871 JP,MICRONICS JAPAN CO LTD,370000,370000,0,1.77,1.79,0.020000000000000018,WEIGHT_CHANGE
STX US,SEAGATE TECHNOLOGY,60000,60000,0,2.93,2.95,0.020000000000000018,WEIGHT_CHANGE
4180 JP,APPIER GROUP INC,950000,950000,0,0.45,0.47,0.019999999999999962,WEIGHT_CHANGE
6274,台燿,130000,130000,0,0.34,0.36,0.019999999999999962,WEIGHT_CHANGE
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),130000,130000,0,3.57,3.58,0.010000000000000231,WEIGHT_CHANGE
095340 KS,ISC CO LTD,50000,50000,0,0.36,0.37,0.010000000000000009,WEIGHT_CHANGE
TWLO US,TWILIO INC - A,55000,55000,0,0.76,0.77,0.010000000000000009,WEIGHT_CHANGE
AEM US,AGNICO EAGLE MINES LTD,60000,60000,0,0.74,0.73,-0.010000000000000009,WEIGHT_CHANGE
NTRA US,NATERA INC,25000,25000,0,0.49,0.48,-0.010000000000000009,WEIGHT_CHANGE
000660 KS,SK HYNIX INC,15000,15000,0,1.09,1.07,-0.020000000000000018,WEIGHT_CHANGE
5801 JP,FURUKAWA ELECTRIC CO LTD,500000,500000,0,0.74,0.72,-0.020000000000000018,WEIGHT_CHANGE
HOOD US,ROBINHOOD MARKETS INC - A,120000,120000,0,0.76,0.74,-0.020000000000000018,WEIGHT_CHANGE
MPWR US,MONOLITHIC POWER SYSTEMS INC,18000,18000,0,1.36,1.34,-0.020000000000000018,WEIGHT_CHANGE
TER US,TERADYNE INC,55000,55000,0,1.18,1.16,-0.020000000000000018,WEIGHT_CHANGE
FORM US,FORMFACTOR INC,150454,150454,0,0.95,0.91,-0.039999999999999925,WEIGHT_CHANGE
COHR US,COHERENT INC,95000,95000,0,1.61,1.57,-0.040000000000000036,WEIGHT_CHANGE
TSEM US,TOWER SEMICONDUCTOR LTD,216825,216825,0,2.74,2.67,-0.07000000000000028,WEIGHT_CHANGE
CRCL US,CIRCLE INTERNET GROUP INC,480000,480000,0,2.6,2.48,-0.1200000000000001,WEIGHT_CHANGE
3037,欣興,2600000,2600000,0,5.57,5.4,-0.16999999999999993,WEIGHT_CHANGE
LITE US,LUMENTUM HOLDINGS INC,117000,117000,0,6.44,6.2,-0.2400000000000002,WEIGHT_CHANGE
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,291988,291988,0,1.04,1.04,0.0,SAME
AIXA GY,AIXTRON SE,200000,200000,0,0.5,0.5,0.0,SAME
PANW US,PALO ALTO NETWORKS INC,150000,150000,0,3.3,3.3,0.0,SAME
BE US,BLOOM ENERGY CORP- A,250000,250000,0,3.13,3.12,-0.009999999999999787,SAME
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,225000,225000,0,3.11,3.1,-0.009999999999999787,SAME
