code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
TSEM US,TOWER SEMICONDUCTOR LTD,0,68000,68000,0.0,0.9,0.9,NEW
6920 JP,LASERTEC CORP,87500,130000,42500,1.29,2.11,0.8199999999999998,UP
3711,日月光投控,1400000,1800000,400000,1.48,2.02,0.54,UP
2383,台光電,330000,370000,40000,2.71,3.1,0.3900000000000001,UP
BE US,BLOOM ENERGY CORP- A,280000,310000,30000,3.62,3.93,0.31000000000000005,UP
KLAC US,KLA CORP,130000,160000,30000,1.59,1.9,0.30999999999999983,UP
VECO US,VEECO INSTRUMENTS INC,400000,500000,100000,1.23,1.51,0.28,UP
3017,奇鋐,215000,115000,-100000,0.75,0.41,-0.34,DOWN
VSH US,VISHAY INTERTECHNOLOGY INC,250000,0,-250000,0.55,0.0,-0.55,OUT
009150 KS,Samsung Electro-Mechanics co(009150 ks),83000,83000,0,3.77,4.07,0.30000000000000027,WEIGHT_CHANGE
285A JP,KIOXIA HOLDINGS CORP,225000,225000,0,5.09,5.38,0.29000000000000004,WEIGHT_CHANGE
3037,欣興,2400000,2400000,0,3.46,3.7,0.2400000000000002,WEIGHT_CHANGE
6976 JP,TAIYO YUDEN CO LTD,760000,760000,0,2.95,3.13,0.17999999999999972,WEIGHT_CHANGE
2303,聯電,6000000,6000000,0,1.5,1.64,0.1399999999999999,WEIGHT_CHANGE
4062 JP,IBIDEN CO LTD,275000,275000,0,1.62,1.74,0.11999999999999988,WEIGHT_CHANGE
8035 JP,TOKYO ELECTRON LTD,110000,110000,0,2.56,2.67,0.10999999999999988,WEIGHT_CHANGE
2327,國巨*,2400000,2400000,0,3.08,3.15,0.06999999999999984,WEIGHT_CHANGE
2454,聯發科,445000,445000,0,2.69,2.74,0.050000000000000266,WEIGHT_CHANGE
6871 JP,MICRONICS JAPAN CO LTD,300000,300000,0,1.62,1.66,0.039999999999999813,WEIGHT_CHANGE
000660 KS,SK HYNIX INC,10000,10000,0,0.69,0.72,0.030000000000000027,WEIGHT_CHANGE
6274,台燿,375000,375000,0,0.86,0.89,0.030000000000000027,WEIGHT_CHANGE
2330,台積電,620000,620000,0,2.48,2.49,0.010000000000000231,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.53,1.54,0.010000000000000009,WEIGHT_CHANGE
6223,旺矽,145000,145000,0,1.52,1.51,-0.010000000000000009,WEIGHT_CHANGE
6278 JP,UNION TOOL CO,90000,90000,0,0.61,0.6,-0.010000000000000009,WEIGHT_CHANGE
COHR US,COHERENT INC,27500,27500,0,0.45,0.44,-0.010000000000000009,WEIGHT_CHANGE
FTNT US,FORTINET INC,160000,160000,0,1.42,1.4,-0.020000000000000018,WEIGHT_CHANGE
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,599909,599909,0,0.57,0.54,-0.029999999999999916,WEIGHT_CHANGE
AIXA GY,AIXTRON SE,380000,380000,0,1.01,0.97,-0.040000000000000036,WEIGHT_CHANGE
STM US,STMICROELECTRONICS NV-NY SHS,475000,475000,0,1.77,1.71,-0.06000000000000005,WEIGHT_CHANGE
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,160000,160000,0,2.01,1.92,-0.08999999999999986,WEIGHT_CHANGE
AMAT US,APPLIED MATERIALS INC,135000,135000,0,4.27,4.15,-0.11999999999999922,WEIGHT_CHANGE
3436 JP,SUMCO CORP,1572000,1572000,0,2.73,2.61,-0.1200000000000001,WEIGHT_CHANGE
LITE US,LUMENTUM HOLDINGS INC,44000,44000,0,1.91,1.75,-0.15999999999999992,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,625000,625000,0,2.72,2.55,-0.17000000000000037,WEIGHT_CHANGE
MRVL US,MARVELL TECHNOLOGY INC,230000,230000,0,2.72,2.52,-0.20000000000000018,WEIGHT_CHANGE
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),205000,205000,0,5.97,5.75,-0.21999999999999975,WEIGHT_CHANGE
WDC US,WESTERN DIGITAL CORP,90000,90000,0,2.69,2.45,-0.23999999999999977,WEIGHT_CHANGE
SNDK US,SANDISK CORP,48000,48000,0,4.48,4.11,-0.3700000000000001,WEIGHT_CHANGE
MU US,MICRON TECHNOLOGY INC,106000,106000,0,5.54,5.08,-0.45999999999999996,WEIGHT_CHANGE
2308,台達電,175000,175000,0,0.54,0.54,0.0,SAME
6981 JP,MURATA MANUFACTURING CO LTD,1250000,1250000,0,3.72,3.72,0.0,SAME
NOW US,SERVICENOW INC,200000,200000,0,1.11,1.11,0.0,SAME
