code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
FORM US,FORMFACTOR INC,0,75454,75454,0.0,0.51,0.51,NEW
9988 HK,ALIBABA GROUP HOLDING LTD,0,500000,500000,0.0,0.45,0.45,NEW
LITE US,LUMENTUM HOLDINGS INC,77000,92000,15000,3.48,4.35,0.8699999999999997,UP
PANW US,PALO ALTO NETWORKS INC,100000,125000,25000,2.01,2.55,0.54,UP
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),90000,115000,25000,1.61,2.03,0.4199999999999997,UP
6223,旺矽,190000,230000,40000,1.97,2.33,0.3600000000000001,UP
MRVL US,MARVELL TECHNOLOGY INC,205000,205000,0,2.3,2.49,0.1900000000000004,WEIGHT_CHANGE
MU US,MICRON TECHNOLOGY INC,123569,123569,0,5.95,6.14,0.1899999999999995,WEIGHT_CHANGE
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),205000,205000,0,5.76,5.92,0.16000000000000014,WEIGHT_CHANGE
SNDK US,SANDISK CORP,28000,28000,0,2.09,2.23,0.14000000000000012,WEIGHT_CHANGE
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,225000,225000,0,2.85,2.98,0.1299999999999999,WEIGHT_CHANGE
AEHR US,AEHR TEST SYSTEMS,140344,140344,0,0.75,0.86,0.10999999999999999,WEIGHT_CHANGE
3037,欣興,2600000,2600000,0,4.02,4.12,0.10000000000000053,WEIGHT_CHANGE
3665,貿聯-KY,520000,520000,0,1.95,2.05,0.09999999999999987,WEIGHT_CHANGE
009150 KS,Samsung Electro-Mechanics co(009150 ks),70000,70000,0,3.27,3.35,0.08000000000000007,WEIGHT_CHANGE
AMAT US,APPLIED MATERIALS INC,135000,135000,0,4.06,4.11,0.05000000000000071,WEIGHT_CHANGE
285A JP,KIOXIA HOLDINGS CORP,180000,180000,0,3.27,3.31,0.040000000000000036,WEIGHT_CHANGE
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,189988,189988,0,0.55,0.59,0.039999999999999925,WEIGHT_CHANGE
6920 JP,LASERTEC CORP,65000,65000,0,0.98,1.01,0.030000000000000027,WEIGHT_CHANGE
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,899909,899909,0,0.88,0.9,0.020000000000000018,WEIGHT_CHANGE
VECO US,VEECO INSTRUMENTS INC,310000,310000,0,0.92,0.93,0.010000000000000009,WEIGHT_CHANGE
2308,台達電,320000,320000,0,0.9,0.89,-0.010000000000000009,WEIGHT_CHANGE
3017,奇鋐,115000,115000,0,0.52,0.51,-0.010000000000000009,WEIGHT_CHANGE
AIXA GY,AIXTRON SE,200000,200000,0,0.5,0.49,-0.010000000000000009,WEIGHT_CHANGE
FTNT US,FORTINET INC,100000,100000,0,0.95,0.94,-0.010000000000000009,WEIGHT_CHANGE
NOW US,SERVICENOW INC,270000,270000,0,1.79,1.78,-0.010000000000000009,WEIGHT_CHANGE
2303,聯電,2500000,2500000,0,0.53,0.51,-0.020000000000000018,WEIGHT_CHANGE
6871 JP,MICRONICS JAPAN CO LTD,370000,370000,0,1.9,1.88,-0.020000000000000018,WEIGHT_CHANGE
6976 JP,TAIYO YUDEN CO LTD,450000,450000,0,1.65,1.63,-0.020000000000000018,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,625000,625000,0,2.57,2.55,-0.020000000000000018,WEIGHT_CHANGE
2327,國巨*,1550000,1550000,0,1.53,1.5,-0.030000000000000027,WEIGHT_CHANGE
2383,台光電,445000,445000,0,3.96,3.92,-0.040000000000000036,WEIGHT_CHANGE
8035 JP,TOKYO ELECTRON LTD,110000,110000,0,2.24,2.2,-0.040000000000000036,WEIGHT_CHANGE
LMT US,LOCKHEED MARTIN CORP,38000,38000,0,1.29,1.25,-0.040000000000000036,WEIGHT_CHANGE
TSEM US,TOWER SEMICONDUCTOR LTD,186825,186825,0,2.54,2.49,-0.04999999999999982,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.51,1.46,-0.050000000000000044,WEIGHT_CHANGE
MPWR US,MONOLITHIC POWER SYSTEMS INC,18000,18000,0,1.4,1.34,-0.05999999999999983,WEIGHT_CHANGE
2454,聯發科,445000,445000,0,3.11,2.95,-0.1599999999999997,WEIGHT_CHANGE
3711,日月光投控,1800000,1800000,0,1.96,1.8,-0.15999999999999992,WEIGHT_CHANGE
6981 JP,MURATA MANUFACTURING CO LTD,1350000,1350000,0,3.58,3.4,-0.18000000000000016,WEIGHT_CHANGE
2330,台積電,750000,750000,0,3.18,2.98,-0.20000000000000018,WEIGHT_CHANGE
4062 JP,IBIDEN CO LTD,60000,60000,0,0.34,0.35,0.009999999999999953,SAME
BE US,BLOOM ENERGY CORP- A,210000,210000,0,2.66,2.67,0.009999999999999787,SAME
WDC US,WESTERN DIGITAL CORP,105000,105000,0,3.21,3.21,0.0,SAME
