code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
SPCX US,SPACE EXPLORATION TECHN-CL A,300000,400000,100000,2.79,3.59,0.7999999999999998,UP
992 HK,LENOVO GROUP LTD,3000000,6000000,3000000,0.72,1.5,0.78,UP
HOOD US,ROBINHOOD MARKETS INC - A,200120,300120,100000,1.55,2.22,0.6700000000000002,UP
3017,奇鋐,365000,440000,75000,2.35,3.01,0.6599999999999997,UP
6515,穎崴,62000,100000,38000,0.85,1.35,0.5000000000000001,UP
NVDA US,NVIDIA CORP(輝達公司),150000,175000,25000,2.13,2.44,0.31000000000000005,UP
4979,華星光,1235000,1330000,95000,1.38,1.6,0.2200000000000002,UP
MSFT US,MICROSOFT CORP(微軟公司),82000,92000,10000,2.59,2.79,0.20000000000000018,UP
2330,台積電,550000,450000,-100000,2.56,2.08,-0.48,DOWN
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),110000,75000,-35000,3.11,2.17,-0.94,DOWN
COHR US,COHERENT INC,50000,0,-50000,0.82,0.0,-0.82,OUT
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,100000,0,-100000,1.02,0.0,-1.02,OUT
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1000000,0,-1000000,1.02,0.0,-1.02,OUT
BE US,BLOOM ENERGY CORP- A,250000,250000,0,3.65,3.83,0.18000000000000016,WEIGHT_CHANGE
TSEM US,TOWER SEMICONDUCTOR LTD,216825,216825,0,2.77,2.92,0.1499999999999999,WEIGHT_CHANGE
MU US,MICRON TECHNOLOGY INC,60000,60000,0,3.57,3.7,0.13000000000000034,WEIGHT_CHANGE
009150 KS,Samsung Electro-Mechanics co(009150 ks),70000,70000,0,4.28,4.41,0.1299999999999999,WEIGHT_CHANGE
SNDK US,SANDISK CORP,13000,13000,0,1.25,1.37,0.1200000000000001,WEIGHT_CHANGE
STX US,SEAGATE TECHNOLOGY,60000,60000,0,2.97,3.09,0.11999999999999966,WEIGHT_CHANGE
LITE US,LUMENTUM HOLDINGS INC,117000,117000,0,6.15,6.25,0.09999999999999964,WEIGHT_CHANGE
6981 JP,MURATA MANUFACTURING CO LTD,1350000,1350000,0,3.68,3.76,0.07999999999999963,WEIGHT_CHANGE
285A JP,KIOXIA HOLDINGS CORP,110000,110000,0,2.25,2.32,0.06999999999999984,WEIGHT_CHANGE
2308,台達電,720000,720000,0,2.47,2.52,0.04999999999999982,WEIGHT_CHANGE
000660 KS,SK HYNIX INC,15000,15000,0,1.08,1.12,0.040000000000000036,WEIGHT_CHANGE
5801 JP,FURUKAWA ELECTRIC CO LTD,500000,500000,0,0.71,0.75,0.040000000000000036,WEIGHT_CHANGE
TER US,TERADYNE INC,55000,55000,0,1.15,1.19,0.040000000000000036,WEIGHT_CHANGE
4180 JP,APPIER GROUP INC,950000,950000,0,0.53,0.56,0.030000000000000027,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.33,1.36,0.030000000000000027,WEIGHT_CHANGE
2383,台光電,420000,420000,0,4.33,4.35,0.019999999999999574,WEIGHT_CHANGE
NTRA US,NATERA INC,25000,25000,0,0.51,0.5,-0.010000000000000009,WEIGHT_CHANGE
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,170000,170000,0,1.34,1.32,-0.020000000000000018,WEIGHT_CHANGE
AEM US,AGNICO EAGLE MINES LTD,60000,60000,0,0.77,0.74,-0.030000000000000027,WEIGHT_CHANGE
TWLO US,TWILIO INC - A,55000,55000,0,0.82,0.78,-0.039999999999999925,WEIGHT_CHANGE
DASH US,DOORDASH INC - A,50000,50000,0,0.69,0.64,-0.04999999999999993,WEIGHT_CHANGE
NET US,CLOUDFLARE INC - CLASS A,70000,70000,0,1.24,1.18,-0.06000000000000005,WEIGHT_CHANGE
PANW US,PALO ALTO NETWORKS INC,150000,150000,0,3.09,3.03,-0.06000000000000005,WEIGHT_CHANGE
CRCL US,CIRCLE INTERNET GROUP INC,480000,480000,0,3.07,2.97,-0.09999999999999964,WEIGHT_CHANGE
NOW US,SERVICENOW INC,230000,230000,0,2.08,1.97,-0.1100000000000001,WEIGHT_CHANGE
PLTR US,PALANTIR TECHNOLOGIES INC-A,225000,225000,0,2.55,2.38,-0.16999999999999993,WEIGHT_CHANGE
3037,欣興,2600000,2600000,0,4.68,4.49,-0.1899999999999995,WEIGHT_CHANGE
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),130000,130000,0,2.87,2.66,-0.20999999999999996,WEIGHT_CHANGE
2454,聯發科,200000,200000,0,1.69,1.69,0.0,SAME
6274,台燿,130000,130000,0,0.34,0.34,0.0,SAME
AIXA GY,AIXTRON SE,200000,200000,0,0.51,0.51,0.0,SAME
IFX GY,INFINEON TECHNOLOGIES AG,425000,425000,0,1.7,1.7,0.0,SAME
