code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
TWLO US,TWILIO INC - A,0,55000,55000,0.0,0.75,0.75,NEW
LITE US,LUMENTUM HOLDINGS INC,102000,117000,15000,4.77,6.01,1.2400000000000002,UP
TSEM US,TOWER SEMICONDUCTOR LTD,186825,216825,30000,2.66,3.11,0.44999999999999973,UP
PLTR US,PALANTIR TECHNOLOGIES INC-A,80000,130000,50000,0.8,1.23,0.42999999999999994,UP
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),115000,130000,15000,2.19,2.38,0.18999999999999995,UP
AMAT US,APPLIED MATERIALS INC,85000,68000,-17000,2.54,2.05,-0.4900000000000002,DOWN
MU US,MICRON TECHNOLOGY INC,100000,70000,-30000,4.95,3.52,-1.4300000000000002,DOWN
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),184500,130000,-54500,4.98,3.46,-1.5200000000000005,DOWN
VECO US,VEECO INSTRUMENTS INC,7952,0,-7952,0.02,0.0,-0.02,OUT
BE US,BLOOM ENERGY CORP- A,210000,210000,0,2.53,2.75,0.2200000000000002,WEIGHT_CHANGE
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,225000,225000,0,3.17,3.33,0.16000000000000014,WEIGHT_CHANGE
009150 KS,Samsung Electro-Mechanics co(009150 ks),70000,70000,0,3.59,3.67,0.08000000000000007,WEIGHT_CHANGE
COHR US,COHERENT INC,95000,95000,0,1.78,1.86,0.08000000000000007,WEIGHT_CHANGE
6976 JP,TAIYO YUDEN CO LTD,450000,450000,0,1.54,1.6,0.06000000000000005,WEIGHT_CHANGE
AEHR US,AEHR TEST SYSTEMS,140344,140344,0,0.94,1.0,0.06000000000000005,WEIGHT_CHANGE
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,110000,110000,0,0.81,0.86,0.04999999999999993,WEIGHT_CHANGE
SNDK US,SANDISK CORP,21000,21000,0,1.52,1.56,0.040000000000000036,WEIGHT_CHANGE
FORM US,FORMFACTOR INC,150454,150454,0,1.04,1.07,0.030000000000000027,WEIGHT_CHANGE
TER US,TERADYNE INC,55000,55000,0,1.19,1.22,0.030000000000000027,WEIGHT_CHANGE
6223,旺矽,242000,242000,0,2.7,2.73,0.029999999999999805,WEIGHT_CHANGE
285A JP,KIOXIA HOLDINGS CORP,180000,180000,0,3.09,3.11,0.020000000000000018,WEIGHT_CHANGE
3017,奇鋐,215000,215000,0,1.05,1.07,0.020000000000000018,WEIGHT_CHANGE
6787 JP,MEIKO ELECTRONICS CO LTD,160000,160000,0,0.97,0.99,0.020000000000000018,WEIGHT_CHANGE
2383,台光電,445000,445000,0,4.35,4.36,0.010000000000000675,WEIGHT_CHANGE
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,291988,291988,0,1.06,1.07,0.010000000000000009,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.32,1.3,-0.020000000000000018,WEIGHT_CHANGE
LMT US,LOCKHEED MARTIN CORP,38000,38000,0,1.29,1.27,-0.020000000000000018,WEIGHT_CHANGE
NET US,CLOUDFLARE INC - CLASS A,45000,45000,0,0.79,0.77,-0.020000000000000018,WEIGHT_CHANGE
MRVL US,MARVELL TECHNOLOGY INC,205000,205000,0,2.48,2.45,-0.029999999999999805,WEIGHT_CHANGE
MPWR US,MONOLITHIC POWER SYSTEMS INC,18000,18000,0,1.44,1.41,-0.030000000000000027,WEIGHT_CHANGE
6871 JP,MICRONICS JAPAN CO LTD,370000,370000,0,1.84,1.79,-0.050000000000000044,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,425000,425000,0,1.76,1.71,-0.050000000000000044,WEIGHT_CHANGE
2308,台達電,468000,468000,0,1.49,1.43,-0.06000000000000005,WEIGHT_CHANGE
9988 HK,ALIBABA GROUP HOLDING LTD,1000000,1000000,0,0.92,0.86,-0.06000000000000005,WEIGHT_CHANGE
2330,台積電,750000,750000,0,3.17,3.1,-0.06999999999999984,WEIGHT_CHANGE
PANW US,PALO ALTO NETWORKS INC,150000,150000,0,3.28,3.2,-0.07999999999999963,WEIGHT_CHANGE
2327,國巨*,1550000,1550000,0,1.69,1.6,-0.08999999999999986,WEIGHT_CHANGE
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1749879,1749879,0,1.92,1.83,-0.08999999999999986,WEIGHT_CHANGE
3711,日月光投控,1800000,1800000,0,2.0,1.91,-0.09000000000000008,WEIGHT_CHANGE
3037,欣興,2600000,2600000,0,4.55,4.45,-0.09999999999999964,WEIGHT_CHANGE
NOW US,SERVICENOW INC,270000,270000,0,1.96,1.86,-0.09999999999999987,WEIGHT_CHANGE
2454,聯發科,445000,445000,0,3.16,3.06,-0.10000000000000009,WEIGHT_CHANGE
WDC US,WESTERN DIGITAL CORP,105000,105000,0,2.62,2.63,0.009999999999999787,SAME
AIXA GY,AIXTRON SE,200000,200000,0,0.55,0.55,0.0,SAME
6981 JP,MURATA MANUFACTURING CO LTD,1350000,1350000,0,3.53,3.52,-0.009999999999999787,SAME
