code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
PANW US,PALO ALTO NETWORKS INC,50000,70000,20000,0.99,1.47,0.48,UP
2330,台積電,620000,750000,130000,2.64,3.11,0.46999999999999975,UP
FTNT US,FORTINET INC,170000,200000,30000,1.52,1.89,0.3699999999999999,UP
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,134988,189988,55000,0.51,0.7,0.18999999999999995,UP
AIXA GY,AIXTRON SE,350000,310000,-40000,0.9,0.82,-0.08000000000000007,DOWN
6274,台燿,375000,255000,-120000,0.84,0.54,-0.29999999999999993,DOWN
6278 JP,UNION TOOL CO,90000,30000,-60000,0.58,0.19,-0.38999999999999996,DOWN
WDC US,WESTERN DIGITAL CORP,70000,50000,-20000,1.82,1.4,-0.42000000000000015,DOWN
4062 JP,IBIDEN CO LTD,130000,60000,-70000,0.78,0.34,-0.44,DOWN
MRVL US,MARVELL TECHNOLOGY INC,190000,130000,-60000,1.99,1.44,-0.55,DOWN
SNDK US,SANDISK CORP,44331,35000,-9331,3.49,2.78,-0.7100000000000004,DOWN
285A JP,KIOXIA HOLDINGS CORP,200000,180000,-20000,4.27,3.39,-0.8799999999999994,DOWN
6976 JP,TAIYO YUDEN CO LTD,760000,600000,-160000,3.27,2.39,-0.8799999999999999,DOWN
BE US,BLOOM ENERGY CORP- A,310000,310000,0,3.57,3.9,0.33000000000000007,WEIGHT_CHANGE
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),205000,205000,0,5.72,5.95,0.23000000000000043,WEIGHT_CHANGE
MU US,MICRON TECHNOLOGY INC,96000,96000,0,4.56,4.77,0.20999999999999996,WEIGHT_CHANGE
009150 KS,Samsung Electro-Mechanics co(009150 ks),83000,83000,0,4.01,4.21,0.20000000000000018,WEIGHT_CHANGE
LITE US,LUMENTUM HOLDINGS INC,37000,37000,0,1.46,1.59,0.13000000000000012,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,625000,625000,0,2.58,2.67,0.08999999999999986,WEIGHT_CHANGE
STM US,STMICROELECTRONICS NV-NY SHS,475000,475000,0,1.66,1.73,0.07000000000000006,WEIGHT_CHANGE
NOW US,SERVICENOW INC,270000,270000,0,1.57,1.63,0.05999999999999983,WEIGHT_CHANGE
TSEM US,TOWER SEMICONDUCTOR LTD,105000,105000,0,1.39,1.44,0.050000000000000044,WEIGHT_CHANGE
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,160000,160000,0,1.85,1.9,0.04999999999999982,WEIGHT_CHANGE
000660 KS,SK HYNIX INC,10000,10000,0,0.69,0.72,0.030000000000000027,WEIGHT_CHANGE
KLAC US,KLA CORP,160000,160000,0,1.96,1.99,0.030000000000000027,WEIGHT_CHANGE
3017,奇鋐,115000,115000,0,0.44,0.46,0.020000000000000018,WEIGHT_CHANGE
VECO US,VEECO INSTRUMENTS INC,500000,500000,0,1.51,1.53,0.020000000000000018,WEIGHT_CHANGE
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,599909,599909,0,0.53,0.51,-0.020000000000000018,WEIGHT_CHANGE
AMAT US,APPLIED MATERIALS INC,135000,135000,0,4.22,4.19,-0.02999999999999936,WEIGHT_CHANGE
2308,台達電,175000,175000,0,0.58,0.55,-0.029999999999999916,WEIGHT_CHANGE
6223,旺矽,145000,145000,0,1.56,1.47,-0.09000000000000008,WEIGHT_CHANGE
2303,聯電,6000000,6000000,0,1.66,1.56,-0.09999999999999987,WEIGHT_CHANGE
6920 JP,LASERTEC CORP,130000,130000,0,2.07,1.97,-0.09999999999999987,WEIGHT_CHANGE
8035 JP,TOKYO ELECTRON LTD,110000,110000,0,2.68,2.58,-0.10000000000000009,WEIGHT_CHANGE
3711,日月光投控,1800000,1800000,0,2.12,2.0,-0.1200000000000001,WEIGHT_CHANGE
2454,聯發科,445000,445000,0,2.84,2.71,-0.1299999999999999,WEIGHT_CHANGE
6871 JP,MICRONICS JAPAN CO LTD,300000,300000,0,1.64,1.51,-0.1299999999999999,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.59,1.45,-0.14000000000000012,WEIGHT_CHANGE
6981 JP,MURATA MANUFACTURING CO LTD,1250000,1250000,0,3.61,3.44,-0.16999999999999993,WEIGHT_CHANGE
2327,國巨*,2400000,2400000,0,3.22,3.04,-0.18000000000000016,WEIGHT_CHANGE
2383,台光電,370000,370000,0,3.19,3.01,-0.18000000000000016,WEIGHT_CHANGE
3037,欣興,2400000,2400000,0,3.66,3.45,-0.20999999999999996,WEIGHT_CHANGE
3436 JP,SUMCO CORP,1572000,1572000,0,2.49,2.22,-0.27,WEIGHT_CHANGE
