code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
3665,貿聯-KY,0,126000,126000,0.0,0.43,0.43,NEW
AEHR US,AEHR TEST SYSTEMS,0,10459,10459,0.0,0.06,0.06,NEW
LITE US,LUMENTUM HOLDINGS INC,37000,57000,20000,1.67,2.63,0.96,UP
MU US,MICRON TECHNOLOGY INC,96000,108569,12569,4.91,5.81,0.8999999999999995,UP
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,160000,200000,40000,2.0,2.47,0.4700000000000002,UP
TSEM US,TOWER SEMICONDUCTOR LTD,105000,131825,26825,1.41,1.82,0.41000000000000014,UP
2383,台光電,370000,410000,40000,2.98,3.37,0.3900000000000001,UP
2327,國巨*,2400000,1800000,-600000,2.77,2.05,-0.7200000000000002,DOWN
6278 JP,UNION TOOL CO,30000,0,-30000,0.19,0.0,-0.19,OUT
285A JP,KIOXIA HOLDINGS CORP,180000,180000,0,3.41,3.73,0.31999999999999984,WEIGHT_CHANGE
BE US,BLOOM ENERGY CORP- A,310000,310000,0,3.61,3.87,0.26000000000000023,WEIGHT_CHANGE
SNDK US,SANDISK CORP,35000,35000,0,2.87,3.07,0.19999999999999973,WEIGHT_CHANGE
3037,欣興,2400000,2400000,0,3.29,3.37,0.08000000000000007,WEIGHT_CHANGE
WDC US,WESTERN DIGITAL CORP,50000,50000,0,1.44,1.51,0.07000000000000006,WEIGHT_CHANGE
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),205000,205000,0,6.1,6.16,0.0600000000000005,WEIGHT_CHANGE
2454,聯發科,445000,445000,0,2.72,2.78,0.05999999999999961,WEIGHT_CHANGE
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,599909,599909,0,0.48,0.53,0.050000000000000044,WEIGHT_CHANGE
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,189988,189988,0,0.62,0.65,0.030000000000000027,WEIGHT_CHANGE
VECO US,VEECO INSTRUMENTS INC,500000,500000,0,1.5,1.52,0.020000000000000018,WEIGHT_CHANGE
MRVL US,MARVELL TECHNOLOGY INC,130000,130000,0,1.5,1.49,-0.010000000000000009,WEIGHT_CHANGE
6976 JP,TAIYO YUDEN CO LTD,600000,600000,0,2.41,2.39,-0.020000000000000018,WEIGHT_CHANGE
STM US,STMICROELECTRONICS NV-NY SHS,475000,475000,0,1.73,1.71,-0.020000000000000018,WEIGHT_CHANGE
3711,日月光投控,1800000,1800000,0,1.97,1.94,-0.030000000000000027,WEIGHT_CHANGE
IFX GY,INFINEON TECHNOLOGIES AG,625000,625000,0,2.7,2.66,-0.040000000000000036,WEIGHT_CHANGE
KLAC US,KLA CORP,160000,160000,0,1.96,1.92,-0.040000000000000036,WEIGHT_CHANGE
2303,聯電,6000000,6000000,0,1.43,1.37,-0.05999999999999983,WEIGHT_CHANGE
6981 JP,MURATA MANUFACTURING CO LTD,1250000,1250000,0,3.47,3.39,-0.08000000000000007,WEIGHT_CHANGE
2330,台積電,750000,750000,0,3.18,3.08,-0.10000000000000009,WEIGHT_CHANGE
6920 JP,LASERTEC CORP,130000,130000,0,1.98,1.88,-0.10000000000000009,WEIGHT_CHANGE
8035 JP,TOKYO ELECTRON LTD,110000,110000,0,2.6,2.49,-0.10999999999999988,WEIGHT_CHANGE
6997 JP,NIPPON CHEMI-CON CORP,1275100,1275100,0,1.47,1.34,-0.1299999999999999,WEIGHT_CHANGE
FTNT US,FORTINET INC,200000,200000,0,1.89,1.74,-0.1499999999999999,WEIGHT_CHANGE
NOW US,SERVICENOW INC,270000,270000,0,1.67,1.52,-0.1499999999999999,WEIGHT_CHANGE
PANW US,PALO ALTO NETWORKS INC,90000,90000,0,1.85,1.7,-0.15000000000000013,WEIGHT_CHANGE
3436 JP,SUMCO CORP,1572000,1572000,0,2.24,2.08,-0.16000000000000014,WEIGHT_CHANGE
009150 KS,Samsung Electro-Mechanics co(009150 ks),83000,83000,0,4.41,4.12,-0.29000000000000004,WEIGHT_CHANGE
4062 JP,IBIDEN CO LTD,60000,60000,0,0.34,0.35,0.009999999999999953,SAME
AMAT US,APPLIED MATERIALS INC,135000,135000,0,4.19,4.2,0.009999999999999787,SAME
2308,台達電,175000,175000,0,0.55,0.55,0.0,SAME
3017,奇鋐,115000,115000,0,0.45,0.45,0.0,SAME
6223,旺矽,145000,145000,0,1.45,1.45,0.0,SAME
6871 JP,MICRONICS JAPAN CO LTD,300000,300000,0,1.52,1.52,0.0,SAME
AIXA GY,AIXTRON SE,200000,200000,0,0.53,0.53,0.0,SAME
